xflr5 v6.61

Plane name :        FunCub_Flaps0_Eta2
Polar name :        T1-18.0 m/s-VLM2
Freestream speed :  18.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -9.500     0.000  -0.735356   0.032670   0.067792   0.100462  -0.000000   0.000000   0.216731   0.000000   0.000000   18.0000     0.1537
   -9.000     0.000  -0.692156   0.029145   0.025911   0.055056  -0.000000   0.000000   0.208377   0.000000   0.000000   18.0000     0.1549
   -8.500     0.000  -0.648809   0.025813   0.024290   0.050103  -0.000000   0.000000   0.199371   0.000000   0.000000   18.0000     0.1563
   -8.000     0.000  -0.605322   0.022676   0.023066   0.045741  -0.000000   0.000000   0.190301   0.000000   0.000000   18.0000     0.1579
   -7.500     0.000  -0.561705   0.019737   0.022214   0.041951  -0.000000   0.000000   0.181173   0.000000   0.000000   18.0000     0.1598
   -7.000     0.000  -0.517965   0.016999   0.021475   0.038475  -0.000000   0.000000   0.171991   0.000000   0.000000   18.0000     0.1620
   -6.500     0.000  -0.474112   0.014464   0.020695   0.035159  -0.000000   0.000000   0.162760   0.000000   0.000000   18.0000     0.1647
   -6.000     0.000  -0.430153   0.012134   0.019958   0.032092  -0.000000   0.000000   0.153483   0.000000   0.000000   18.0000     0.1679
   -5.500     0.000  -0.386099   0.010010   0.019307   0.029317  -0.000000   0.000000   0.144160   0.000000   0.000000   18.0000     0.1719
   -5.000     0.000  -0.341957   0.008095   0.018665   0.026759  -0.000000   0.000000   0.134796   0.000000   0.000000   18.0000     0.1770
   -4.500     0.000  -0.297736   0.006390   0.018029   0.024418  -0.000000   0.000000   0.125392   0.000000   0.000000   18.0000     0.1836
   -4.000     0.000  -0.253446   0.004896   0.017353   0.022249  -0.000000   0.000000   0.115954   0.000000   0.000000   18.0000     0.1926
   -3.500     0.000  -0.209096   0.003615   0.016712   0.020327  -0.000000   0.000000   0.106482   0.000000   0.000000   18.0000     0.2053
   -3.000     0.000  -0.164693   0.002548   0.016054   0.018602  -0.000000   0.000000   0.096979   0.000000   0.000000   18.0000     0.2250
   -2.500     0.000  -0.120249   0.001696   0.015414   0.017110  -0.000000   0.000000   0.087449   0.000000   0.000000   18.0000     0.2593
   -2.000     0.000  -0.075770   0.001060   0.014356   0.015416  -0.000000   0.000000   0.077897   0.000000   0.000000   18.0000     0.3340
   -1.500     0.000  -0.031267   0.000639   0.012775   0.013414  -0.000000   0.000000   0.068327   0.000000   0.000000   18.0000     0.6213
   -1.000     0.000   0.013252   0.000436   0.012125   0.012561   0.000000  -0.000000   0.058730  -0.000000  -0.000000   18.0000    -1.0221
   -0.500     0.000   0.057778   0.000449   0.011905   0.012354   0.000000  -0.000000   0.049115  -0.000000  -0.000000   18.0000    -0.1326
    0.000     0.000   0.102300   0.000680   0.011901   0.012581   0.000000  -0.000000   0.039484  -0.000000  -0.000000   18.0000    -0.0174
    0.500     0.000   0.146811   0.001127   0.012022   0.013150   0.000000  -0.000000   0.029844  -0.000000  -0.000000   18.0000     0.0279
    1.000     0.000   0.191302   0.001792   0.012186   0.013978   0.000000  -0.000000   0.020196  -0.000000  -0.000000   18.0000     0.0522
    1.500     0.000   0.235762   0.002673   0.012367   0.015039   0.000000  -0.000000   0.010544  -0.000000  -0.000000   18.0000     0.0673
    2.000     0.000   0.280184   0.003769   0.012525   0.016295   0.000000  -0.000000   0.000891  -0.000000  -0.000000   18.0000     0.0776
    2.500     0.000   0.324558   0.005081   0.012675   0.017756   0.000000  -0.000000  -0.008760  -0.000000  -0.000000   18.0000     0.0851
    3.000     0.000   0.368875   0.006608   0.012813   0.019421   0.000000  -0.000000  -0.018406  -0.000000  -0.000000   18.0000     0.0908
    3.500     0.000   0.413126   0.008347   0.012943   0.021291   0.000000  -0.000000  -0.028045  -0.000000  -0.000000   18.0000     0.0953
    4.000     0.000   0.457302   0.010299   0.013098   0.023397   0.000000  -0.000000  -0.037673  -0.000000  -0.000000   18.0000     0.0989
    4.500     0.000   0.501395   0.012462   0.013301   0.025763   0.000000  -0.000000  -0.047288  -0.000000  -0.000000   18.0000     0.1019
    5.000     0.000   0.545394   0.014833   0.013590   0.028423   0.000000  -0.000000  -0.056886  -0.000000  -0.000000   18.0000     0.1045
    5.500     0.000   0.589293   0.017413   0.013941   0.031354   0.000000  -0.000000  -0.066466  -0.000000  -0.000000   18.0000     0.1066
    6.000     0.000   0.633081   0.020198   0.014317   0.034515   0.000000  -0.000000  -0.076023  -0.000000  -0.000000   18.0000     0.1085
    6.500     0.000   0.676750   0.023187   0.014697   0.037883   0.000000  -0.000000  -0.085555  -0.000000  -0.000000   18.0000     0.1102
    7.000     0.000   0.720292   0.026377   0.015091   0.041468   0.000000  -0.000000  -0.095059  -0.000000  -0.000000   18.0000     0.1116
    7.500     0.000   0.763697   0.029767   0.015505   0.045271   0.000000  -0.000000  -0.104533  -0.000000  -0.000000   18.0000     0.1129
    8.000     0.000   0.806957   0.033353   0.015934   0.049287   0.000000  -0.000000  -0.113973  -0.000000  -0.000000   18.0000     0.1141
    8.500     0.000   0.850065   0.037134   0.016349   0.053483   0.000000  -0.000000  -0.123377  -0.000000  -0.000000   18.0000     0.1151
    9.000     0.000   0.893010   0.041106   0.016751   0.057857   0.000000  -0.000000  -0.132742  -0.000000  -0.000000   18.0000     0.1161
    9.500     0.000   0.935786   0.045267   0.017166   0.062433   0.000000  -0.000000  -0.142065  -0.000000  -0.000000   18.0000     0.1170
   10.000     0.000   0.978383   0.049613   0.017579   0.067192   0.000000  -0.000000  -0.151343  -0.000000  -0.000000   18.0000     0.1179


