xflr5 v6.61

Plane name :        FunCub_Flaps100
Polar name :        T1-18.0 m/s-VLM2
Freestream speed :  18.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -5.000     0.000   0.024113   0.017132   0.044803   0.061934   0.000000  -0.000000   0.509222  -0.000000  -0.000000   18.0000    -5.2487
   -4.500     0.000   0.065997   0.017920   0.043914   0.061835   0.000000  -0.000000   0.494364  -0.000000  -0.000000   18.0000    -1.8104
   -4.000     0.000   0.107879   0.018939   0.043060   0.061999   0.000000  -0.000000   0.479423  -0.000000  -0.000000   18.0000    -1.0418
   -3.500     0.000   0.149751   0.020188   0.042061   0.062249   0.000000  -0.000000   0.464407  -0.000000  -0.000000   18.0000    -0.7031
   -3.000     0.000   0.191603   0.021667   0.041159   0.062826   0.000000  -0.000000   0.449319  -0.000000  -0.000000   18.0000    -0.5124
   -2.500     0.000   0.233426   0.023374   0.040417   0.063791   0.000000  -0.000000   0.434160  -0.000000  -0.000000   18.0000    -0.3901
   -2.000     0.000   0.275211   0.025311   0.039638   0.064949   0.000000  -0.000000   0.418934  -0.000000  -0.000000   18.0000    -0.3050
   -1.500     0.000   0.316948   0.027475   0.038772   0.066248   0.000000  -0.000000   0.403647  -0.000000  -0.000000   18.0000    -0.2424
   -1.000     0.000   0.358628   0.029867   0.038098   0.067964   0.000000  -0.000000   0.388288  -0.000000  -0.000000   18.0000    -0.1943
   -0.500     0.000   0.400242   0.032484   0.037794   0.070278   0.000000  -0.000000   0.372855  -0.000000  -0.000000   18.0000    -0.1563
    0.000     0.000   0.441781   0.035326   0.037555   0.072881   0.000000  -0.000000   0.357364  -0.000000  -0.000000   18.0000    -0.1254
    0.500     0.000   0.483236   0.038391   0.037371   0.075762   0.000000  -0.000000   0.341820  -0.000000  -0.000000   18.0000    -0.0998
    1.000     0.000   0.524598   0.041678   0.037234   0.078911   0.000000  -0.000000   0.326227  -0.000000  -0.000000   18.0000    -0.0783
    1.500     0.000   0.565858   0.045184   0.037107   0.082291   0.000000  -0.000000   0.310592  -0.000000  -0.000000   18.0000    -0.0600
    2.000     0.000   0.607006   0.048908   0.037119   0.086027   0.000000  -0.000000   0.294913  -0.000000  -0.000000   18.0000    -0.0441
    2.500     0.000   0.648034   0.052848   0.037180   0.090027   0.000000  -0.000000   0.279200  -0.000000  -0.000000   18.0000    -0.0303
    3.000     0.000   0.688934   0.057001   0.037267   0.094267   0.000000  -0.000000   0.263457  -0.000000  -0.000000   18.0000    -0.0181
    3.500     0.000   0.729696   0.061364   0.037473   0.098838   0.000000  -0.000000   0.247685  -0.000000  -0.000000   18.0000    -0.0073
    4.000     0.000   0.770311   0.065936   0.037756   0.103693   0.000000  -0.000000   0.231889  -0.000000  -0.000000   18.0000     0.0024
    4.500     0.000   0.810771   0.070714   0.038134   0.108848   0.000000  -0.000000   0.216072  -0.000000  -0.000000   18.0000     0.0111
    5.000     0.000   0.851068   0.075693   0.038846   0.114539   0.000000  -0.000000   0.200230  -0.000000  -0.000000   18.0000     0.0190
    5.500     0.000   0.891193   0.080872   0.040550   0.121423   0.000000  -0.000000   0.184343  -0.000000  -0.000000   18.0000     0.0262


