xflr5 v6.61

Plane name :        FunCub_Flaps100
Polar name :        T1-14.0 m/s-VLM2-b5.0°
Freestream speed :  14.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -9.000     5.000  -0.229969   0.033209   0.047804   0.081014  -0.026901  -0.000073   0.406742   0.010515   0.010306   14.0000     0.5355
   -8.500     5.000  -0.191486   0.031824   0.047355   0.079179  -0.026949   0.000154   0.402030   0.010734   0.010532   14.0000     0.6173
   -8.000     5.000  -0.153066   0.030661   0.047152   0.077813  -0.027086   0.000383   0.397261   0.010963   0.010770   14.0000     0.7393
   -7.500     5.000  -0.114711   0.029718   0.047037   0.076755  -0.027303   0.000614   0.392450   0.011213   0.011017   14.0000     0.9407
   -7.000     5.000  -0.076423   0.028991   0.046869   0.075860  -0.027593   0.000849   0.387611   0.011464   0.011270   14.0000     1.3364
   -6.500     5.000  -0.038205   0.028475   0.046821   0.075296  -0.027948   0.001087   0.382731   0.011717   0.011528   14.0000     2.4661
   -6.000     5.000  -0.000059   0.028166   0.046577   0.074743  -0.028363   0.001328   0.377841   0.011972   0.011787   14.0000    32.3216
   -5.500     5.000   0.038013   0.028058   0.046105   0.074163  -0.028831   0.001571   0.372940   0.012256   0.012046   14.0000    -2.6339
   -5.000     5.000   0.076008   0.028144   0.045309   0.073452  -0.029349   0.001816   0.368035   0.012526   0.012304   14.0000    -1.2028
   -4.500     5.000   0.113926   0.028417   0.044675   0.073092  -0.029911   0.002060   0.363113   0.012757   0.012559   14.0000    -0.7517
   -4.000     5.000   0.151762   0.028870   0.043838   0.072708  -0.030513   0.002302   0.358195   0.013049   0.012810   14.0000    -0.5308
   -3.500     5.000   0.189515   0.029492   0.042919   0.072411  -0.031152   0.002541   0.353293   0.013267   0.013054   14.0000    -0.3999
   -3.000     5.000   0.227179   0.030274   0.042237   0.072511  -0.031823   0.002774   0.348410   0.013479   0.013292   14.0000    -0.3133
   -2.500     5.000   0.264747   0.031201   0.041682   0.072883  -0.032524   0.002999   0.343570   0.013701   0.013520   14.0000    -0.2519
   -2.000     5.000   0.302205   0.032259   0.041086   0.073345  -0.033251   0.003214   0.338816   0.013912   0.013738   14.0000    -0.2062
   -1.500     5.000   0.339527   0.033429   0.040407   0.073836  -0.034002   0.003419   0.334212   0.014126   0.013945   14.0000    -0.1710
   -1.000     5.000   0.376577   0.034684   0.039708   0.074392  -0.034779   0.003629   0.330089   0.014325   0.014141   14.0000    -0.1433
   -0.500     5.000   0.412237   0.035950   0.039199   0.075149  -0.035635   0.003995   0.329351   0.014533   0.014347   14.0000    -0.1234
    0.000     5.000   0.422335   0.037122   0.039405   0.076527  -0.038947   0.007052   0.381858   0.015751   0.015532   14.0000    -0.1497
    0.500     5.000   0.482443   0.034670   0.038769   0.073440  -0.037587   0.004617   0.329830   0.014965   0.014779   14.0000    -0.0941
    1.000     5.000   0.517053   0.037059   0.038689   0.075748  -0.038691   0.004833   0.330802   0.015192   0.015004   14.0000    -0.0831
    1.500     5.000   0.549117   0.038362   0.038634   0.076996  -0.039895   0.005280   0.337101   0.015436   0.015249   14.0000    -0.0766
    2.000     5.000   0.580506   0.037859   0.038740   0.076599  -0.041145   0.005775   0.345276   0.015667   0.015476   14.0000    -0.0719
    2.500     5.000   0.611554   0.034389   0.038886   0.073275  -0.042323   0.006258   0.354160   0.015895   0.015703   14.0000    -0.0681
    3.000     5.000   0.647925   0.003008   0.039181   0.042189  -0.043302   0.006225   0.355013   0.015916   0.015737   14.0000    -0.0609
    4.000     5.000   0.709300   0.040413   0.039943   0.080356  -0.047242   0.007684   0.360228   0.016798   0.016619   14.0000    -0.0507
    4.500     5.000   0.748503   0.050555   0.040264   0.090818  -0.047749   0.008439   0.348916   0.016667   0.016504   14.0000    -0.0403
    5.000     5.000   0.795269   0.058937   0.041086   0.100023  -0.047289   0.008410   0.323977   0.015985   0.015855   14.0000    -0.0256
    5.500     5.000   0.838867   0.060604   0.043008   0.103612  -0.048700   0.008873   0.303167   0.016018   0.015931   14.0000    -0.0143


