xflr5 v6.61

Plane name :        FunCub_Flaps100
Polar name :        T1-22.0 m/s-VLM2-b15.0°
Freestream speed :  22.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -6.500    15.000   0.005207   0.040720   0.042947   0.083667  -0.094362  -0.001925   0.247199   0.037140   0.036524   22.0000  -112.4408
   -6.000    15.000   0.042198   0.040673   0.042373   0.083047  -0.095131  -0.001192   0.238703   0.037688   0.037188   22.0000    -1.5423
   -5.500    15.000   0.079131   0.040873   0.042275   0.083148  -0.096118  -0.000439   0.230075   0.038379   0.037853   22.0000    -0.7080
   -5.000    15.000   0.115991   0.041315   0.042079   0.083393  -0.097318   0.000336   0.221386   0.039064   0.038519   22.0000    -0.4272
   -4.500    15.000   0.152765   0.041989   0.041894   0.083883  -0.098722   0.001130   0.212628   0.039740   0.039185   22.0000    -0.2863
   -4.000    15.000   0.189444   0.042880   0.041402   0.084282  -0.100311   0.001944   0.203820   0.040445   0.039851   22.0000    -0.2016
   -3.500    15.000   0.226023   0.043966   0.040751   0.084717  -0.102061   0.002777   0.194954   0.041117   0.040517   22.0000    -0.1451
   -3.000    15.000   0.262510   0.045224   0.040312   0.085536  -0.103942   0.003628   0.186009   0.041759   0.041181   22.0000    -0.1047
   -2.500    15.000   0.298925   0.046633   0.039907   0.086540  -0.105927   0.004496   0.176989   0.042392   0.041842   22.0000    -0.0743
   -2.000    15.000   0.335301   0.048190   0.039536   0.087726  -0.108000   0.005380   0.167885   0.043042   0.042500   22.0000    -0.0506
   -1.500    15.000   0.371677   0.049924   0.039059   0.088983  -0.110160   0.006277   0.158678   0.043689   0.043151   22.0000    -0.0316
   -1.000    15.000   0.408116   0.051940   0.038683   0.090623  -0.112427   0.007180   0.149248   0.044337   0.043795   22.0000    -0.0159


