xflr5 v6.61

Plane name :        FunCub
Polar name :        T1-26.0 m/s-VLM2-b5.0°
Freestream speed :  26.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -9.000     5.000  -0.673211   0.025622   0.021579   0.047200  -0.028854  -0.004091   0.180480   0.008519   0.008466   26.0000     0.1479
   -8.500     5.000  -0.629134   0.022503   0.020461   0.042965  -0.028431  -0.003914   0.170535   0.008687   0.008643   26.0000     0.1483
   -8.000     5.000  -0.585061   0.019605   0.019621   0.039226  -0.028097  -0.003733   0.160509   0.008888   0.008833   26.0000     0.1488
   -7.500     5.000  -0.540995   0.016926   0.018865   0.035791  -0.027846  -0.003547   0.150427   0.009094   0.009033   26.0000     0.1495
   -7.000     5.000  -0.496941   0.014464   0.018189   0.032653  -0.027670  -0.003355   0.140294   0.009309   0.009241   26.0000     0.1503
   -6.500     5.000  -0.452902   0.012219   0.017596   0.029815  -0.027564  -0.003156   0.130120   0.009525   0.009454   26.0000     0.1513
   -6.000     5.000  -0.408883   0.010187   0.016996   0.027183  -0.027525  -0.002949   0.119918   0.009747   0.009671   26.0000     0.1525
   -5.500     5.000  -0.364887   0.008368   0.016405   0.024773  -0.027548  -0.002734   0.109694   0.009972   0.009891   26.0000     0.1541
   -5.000     5.000  -0.320917   0.006758   0.015820   0.022578  -0.027631  -0.002511   0.099457   0.010201   0.010112   26.0000     0.1562
   -4.500     5.000  -0.276976   0.005356   0.015225   0.020581  -0.027771  -0.002280   0.089216   0.010427   0.010334   26.0000     0.1590
   -4.000     5.000  -0.233066   0.004160   0.014576   0.018736  -0.027965  -0.002040   0.078980   0.010654   0.010556   26.0000     0.1630
   -3.500     5.000  -0.189187   0.003167   0.014015   0.017182  -0.028212  -0.001792   0.068751   0.010880   0.010777   26.0000     0.1688
   -3.000     5.000  -0.145341   0.002384   0.013577   0.015961  -0.028510  -0.001537   0.058535   0.011104   0.010996   26.0000     0.1784
   -2.500     5.000  -0.101531   0.001844   0.013173   0.015018  -0.028857  -0.001273   0.048343   0.011325   0.011214   26.0000     0.1962
   -2.000     5.000  -0.057758   0.001370   0.012643   0.014013  -0.029251  -0.001001   0.038185   0.011548   0.011428   26.0000     0.2413
   -1.500     5.000  -0.014009   0.001148   0.011865   0.013014  -0.029690  -0.000722   0.028065   0.011771   0.011639   26.0000     0.5689
   -1.000     5.000   0.029705   0.001091   0.010587   0.011679  -0.030172  -0.000436   0.017986   0.011975   0.011845   26.0000    -0.0688
   -0.500     5.000   0.073422   0.000992   0.010235   0.011227  -0.030691  -0.000145   0.007882   0.012167   0.012045   26.0000     0.0531
    0.000     5.000   0.118913  -0.002244   0.010081   0.007837  -0.031076  -0.000028  -0.006592   0.012284   0.012167   26.0000     0.0932
    0.500     5.000   0.161041   0.001274   0.010092   0.011365  -0.031870   0.000457  -0.012378   0.012539   0.012428   26.0000     0.0980
    1.000     5.000   0.204711   0.002694   0.010214   0.012908  -0.032532   0.000772  -0.022542   0.012716   0.012612   26.0000     0.1062
    1.500     5.000   0.248526   0.003734   0.010402   0.014136  -0.033232   0.001089  -0.032880   0.012885   0.012786   26.0000     0.1117
    2.000     5.000   0.292373   0.004947   0.010615   0.015561  -0.033941   0.001409  -0.043289   0.013038   0.012944   26.0000     0.1155
    2.500     5.000   0.336375   0.006424   0.010832   0.017256  -0.034736   0.001733  -0.053770   0.013195   0.013104   26.0000     0.1185
    3.000     5.000   0.380286   0.007772   0.011049   0.018821  -0.035587   0.002062  -0.064310   0.013346   0.013256   26.0000     0.1208
    3.500     5.000   0.424257   0.009498   0.011268   0.020766  -0.036481   0.002393  -0.074898   0.013485   0.013397   26.0000     0.1227
    4.000     5.000   0.468260   0.011443   0.011490   0.022933  -0.037415   0.002726  -0.085528   0.013610   0.013523   26.0000     0.1243
    4.500     5.000   0.512284   0.013627   0.011728   0.025355  -0.038394   0.003060  -0.096189   0.013723   0.013638   26.0000     0.1256
    5.000     5.000   0.556331   0.016316   0.011989   0.028304  -0.039441   0.003396  -0.106877   0.013832   0.013747   26.0000     0.1268
    5.500     5.000   0.600437   0.018530   0.012297   0.030827  -0.040491   0.003732  -0.117564   0.013925   0.013842   26.0000     0.1278
    6.000     5.000   0.644523   0.021266   0.012626   0.033892  -0.041666   0.004071  -0.128272   0.014021   0.013940   26.0000     0.1288
    6.500     5.000   0.688617   0.024233   0.012971   0.037204  -0.042897   0.004409  -0.138980   0.014099   0.014022   26.0000     0.1296
    7.000     5.000   0.732712   0.027408   0.013324   0.040732  -0.044160   0.004745  -0.149673   0.014160   0.014083   26.0000     0.1304
    7.500     5.000   0.776805   0.030784   0.013670   0.044453  -0.045476   0.005079  -0.160343   0.014206   0.014134   26.0000     0.1311
    8.000     5.000   0.820888   0.034349   0.014024   0.048373  -0.046861   0.005413  -0.170979   0.014250   0.014181   26.0000     0.1318


