xflr5 v6.61

Plane name :        FunCub
Polar name :        T1-22.0 m/s-VLM2-2.6kg-x0.3m
Freestream speed :  22.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -9.500     0.000  -0.694427   0.035604   0.031760   0.067364  -0.000000   0.000000   0.150406   0.000000   0.000000   22.0000     0.1337
   -9.000     0.000  -0.652717   0.031637   0.023303   0.054939  -0.000000   0.000000   0.143219   0.000000   0.000000   22.0000     0.1342
   -8.500     0.000  -0.610852   0.027892   0.022028   0.049920  -0.000000   0.000000   0.135881   0.000000   0.000000   22.0000     0.1348
   -8.000     0.000  -0.568839   0.024373   0.021045   0.045418  -0.000000   0.000000   0.128494   0.000000   0.000000   22.0000     0.1355
   -7.500     0.000  -0.526690   0.021083   0.020282   0.041365  -0.000000   0.000000   0.121063   0.000000   0.000000   22.0000     0.1364
   -7.000     0.000  -0.484412   0.018024   0.019581   0.037605  -0.000000   0.000000   0.113592   0.000000   0.000000   22.0000     0.1374
   -6.500     0.000  -0.442016   0.015199   0.018916   0.034115  -0.000000   0.000000   0.106084   0.000000   0.000000   22.0000     0.1386
   -6.000     0.000  -0.399511   0.012610   0.018269   0.030879  -0.000000   0.000000   0.098541   0.000000   0.000000   22.0000     0.1402
   -5.500     0.000  -0.356906   0.010259   0.017656   0.027916  -0.000000   0.000000   0.090964   0.000000   0.000000   22.0000     0.1421
   -5.000     0.000  -0.314211   0.008149   0.017043   0.025191  -0.000000   0.000000   0.083358   0.000000   0.000000   22.0000     0.1445
   -4.500     0.000  -0.271435   0.006280   0.016406   0.022686  -0.000000   0.000000   0.075724   0.000000   0.000000   22.0000     0.1478
   -4.000     0.000  -0.228588   0.004654   0.015641   0.020295  -0.000000   0.000000   0.068066   0.000000   0.000000   22.0000     0.1523
   -3.500     0.000  -0.185679   0.003273   0.015103   0.018376  -0.000000   0.000000   0.060382   0.000000   0.000000   22.0000     0.1590
   -3.000     0.000  -0.142719   0.002138   0.014540   0.016677  -0.000000   0.000000   0.052678   0.000000   0.000000   22.0000     0.1697
   -2.500     0.000  -0.099717   0.001250   0.014019   0.015269  -0.000000   0.000000   0.044955   0.000000  -0.000000   22.0000     0.1897
   -2.000     0.000  -0.056683   0.000609   0.013145   0.013754   0.000000   0.000000   0.037218  -0.000000  -0.000000   22.0000     0.2401
   -1.500     0.000  -0.013627   0.000216   0.011938   0.012155   0.000000   0.000000   0.029469  -0.000000  -0.000000   22.0000     0.6091
   -1.000     0.000   0.029442   0.000073   0.011108   0.011181   0.000000  -0.000000   0.021704  -0.000000  -0.000000   22.0000    -0.1016
   -0.500     0.000   0.072515   0.000178   0.010811   0.010989   0.000000  -0.000000   0.013927  -0.000000  -0.000000   22.0000     0.0319
    0.000     0.000   0.115580   0.000532   0.010726   0.011258   0.000000  -0.000000   0.006142  -0.000000  -0.000000   22.0000     0.0660
    0.500     0.000   0.158628   0.001135   0.010793   0.011928   0.000000  -0.000000  -0.001649  -0.000000  -0.000000   22.0000     0.0815
    1.000     0.000   0.201650   0.001986   0.010943   0.012929   0.000000  -0.000000  -0.009443  -0.000000  -0.000000   22.0000     0.0904
    1.500     0.000   0.244635   0.003085   0.011132   0.014217   0.000000  -0.000000  -0.017236  -0.000000  -0.000000   22.0000     0.0962
    2.000     0.000   0.287575   0.004431   0.011330   0.015762   0.000000  -0.000000  -0.025027  -0.000000  -0.000000   22.0000     0.1003
    2.500     0.000   0.330458   0.006024   0.011527   0.017552   0.000000  -0.000000  -0.032814  -0.000000  -0.000000   22.0000     0.1033
    3.000     0.000   0.373276   0.007862   0.011710   0.019572   0.000000  -0.000000  -0.040593  -0.000000  -0.000000   22.0000     0.1057
    3.500     0.000   0.416019   0.009944   0.011887   0.021830   0.000000  -0.000000  -0.048363  -0.000000  -0.000000   22.0000     0.1075
