xflr5 v6.32

Plane name :        Maja with Body
Polar name :        T1-26.0 m/s-VLM2-b20.0°
Freestream speed :  26.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000    20.000  -0.081823   0.018865   0.014068   0.032933  -0.106614  -0.028693   0.023512   0.024049   0.017575   26.0000     0.1405
   -2.000    20.000   0.068913   0.018277   0.011901   0.030179  -0.106971  -0.026736   0.016922   0.024007   0.017420   26.0000     0.0189
    0.000    20.000   0.219406   0.019392   0.010354   0.029746  -0.105996  -0.025086   0.006754   0.023771   0.017220   26.0000     0.0612
    2.000    20.000   0.370885   0.020801   0.008991   0.029793  -0.104795  -0.023739  -0.008319   0.023553   0.017010   26.0000     0.0681
    4.000    20.000   0.528289   0.025942   0.008996   0.034938  -0.100605  -0.022697  -0.027885   0.023267   0.016755   26.0000     0.0696
    6.000    20.000   0.683068   0.034507   0.009650   0.044157  -0.094260  -0.021974  -0.052233   0.023024   0.016598   26.0000     0.0705
    8.000    20.000   0.835262   0.042991   0.010933   0.053924  -0.086196  -0.021563  -0.080485   0.022466   0.016162   26.0000     0.0708
   10.000    20.000   0.991544   0.054252   0.013057   0.067309  -0.078410  -0.021445  -0.113541   0.022491   0.016316   26.0000     0.0707


