xflr5 v6.32

Plane name :        Maja without Body
Polar name :        T1-10.0 m/s-VLM2-b20.0°
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000    20.000  -0.106807   0.015646   0.023726   0.039372  -0.099791  -0.017993   0.079435   0.016304   0.016431   10.0000     0.2365
   -2.000    20.000   0.051738   0.014701   0.019903   0.034604  -0.100432  -0.016904   0.054225   0.015971   0.015959   10.0000    -0.1643
    0.000    20.000   0.210927   0.015811   0.016120   0.031930  -0.099532  -0.015930   0.028537   0.015609   0.015508   10.0000     0.0396
    2.000    20.000   0.371163   0.017989   0.015214   0.033203  -0.097824  -0.015063   0.002753   0.015291   0.015091   10.0000     0.0679
    4.000    20.000   0.535882   0.023085   0.015174   0.038259  -0.093951  -0.014296  -0.022735   0.014955   0.014715   10.0000     0.0784
    6.000    20.000   0.699389   0.031300   0.015514   0.046814  -0.087801  -0.013620  -0.047571   0.014647   0.014394   10.0000     0.0840
    8.000    20.000   0.861976   0.040256   0.016667   0.056924  -0.080883  -0.013030  -0.071287   0.014340   0.014093   10.0000     0.0873
   10.000    20.000   1.027292   0.051784   0.018864   0.070648  -0.072285  -0.012502  -0.093631   0.014149   0.013907   10.0000     0.0891
   12.000    20.000   1.189879   0.065173   0.022306   0.087480  -0.062247  -0.012037  -0.114041   0.013997   0.013749   10.0000     0.0904


