xflr5 v6.32

Plane name :        Maja with Body
Polar name :        T1-30.0 m/s-VLM2-b10.0°
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000    10.000  -0.097713   0.006747   0.013308   0.020055  -0.052803  -0.014842  -0.016787   0.012499   0.009070   30.0000     0.0308
   -2.000    10.000   0.066994   0.005870   0.011253   0.017123  -0.052449  -0.013682  -0.016232   0.012392   0.008866   30.0000     0.1396
    0.000    10.000   0.231995   0.007079   0.009763   0.016842  -0.050877  -0.012701  -0.021398   0.012036   0.008534   30.0000     0.0924
    2.000    10.000   0.396963   0.008859   0.008329   0.017189  -0.048480  -0.011904  -0.033327   0.011541   0.008059   30.0000     0.0845
    4.000    10.000   0.564945   0.013893   0.008524   0.022417  -0.045109  -0.011331  -0.051479   0.011079   0.007611   30.0000     0.0808
    6.000    10.000   0.731843   0.023286   0.009453   0.032739  -0.039210  -0.010959  -0.075450   0.010485   0.007062   30.0000     0.0788
    8.000    10.000   0.900590   0.034179   0.011172   0.045351  -0.040586  -0.010778  -0.106804   0.011366   0.008025   30.0000     0.0778
   10.000    10.000   1.065737   0.045216   0.013020   0.058236  -0.031118  -0.010837  -0.141334   0.010151   0.006886   30.0000     0.0768


