xflr5 v6.32

Plane name :        Maja without Body
Polar name :        T1-14.0 m/s-VLM2-b10.0°
Freestream speed :  14.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000    10.000  -0.132707   0.005867   0.019461   0.025328  -0.050118  -0.009194   0.072159   0.008558   0.008694   14.0000     0.1985
   -2.000    10.000   0.042629   0.004799   0.016021   0.020821  -0.050490  -0.008582   0.046092   0.008435   0.008450   14.0000    -0.1803
    0.000    10.000   0.218626   0.005902   0.012806   0.018707  -0.050066  -0.008031   0.019332   0.008230   0.008215   14.0000     0.0508
    2.000    10.000   0.394637   0.007923   0.012261   0.020184  -0.049295  -0.007539  -0.007657   0.008084   0.007997   14.0000     0.0759
    4.000    10.000   0.573271   0.011681   0.012580   0.024261  -0.047883  -0.007103  -0.034486   0.007905   0.007797   14.0000     0.0851
    6.000    10.000   0.751529   0.022754   0.013391   0.036145  -0.043868  -0.006717  -0.060767   0.007729   0.007623   14.0000     0.0899
    8.000    10.000   0.929137   0.032301   0.015351   0.047652  -0.040278  -0.006380  -0.086052   0.007553   0.007460   14.0000     0.0927
   10.000    10.000   1.108138   0.045250   0.017836   0.063086  -0.035604  -0.006079  -0.109986   0.007446   0.007359   14.0000     0.0943


