xflr5 v6.32

Plane name :        Maja without Body
Polar name :        T1-10.0 m/s-VLM2-b30.0°
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000    30.000  -0.067522   0.031258   0.023383   0.054641  -0.148675  -0.025993   0.091883   0.022172   0.022317   10.0000     0.3606
   -2.000    30.000   0.065727   0.030748   0.020031   0.050780  -0.149139  -0.024656   0.068751   0.021696   0.021646   10.0000    -0.1598
   -1.500    30.000   0.097154   0.030877   0.019173   0.050050  -0.148953  -0.024344   0.062937   0.021556   0.021483   10.0000    -0.0725
   -1.000    30.000   0.130641   0.031109   0.018223   0.049332  -0.148645  -0.024042   0.057116   0.021437   0.021323   10.0000    -0.0274
   -0.500    30.000   0.164156   0.031443   0.017417   0.048861  -0.148217  -0.023749   0.051292   0.021314   0.021166   10.0000    -0.0007
    0.000    30.000   0.199562   0.031880   0.016724   0.048604  -0.147669  -0.023465   0.045469   0.021195   0.021012   10.0000     0.0168
    0.500    30.000   0.231263   0.032415   0.016128   0.048543  -0.147006  -0.023189   0.039653   0.021078   0.020861   10.0000     0.0294
    1.000    30.000   0.264851   0.033048   0.015792   0.048840  -0.146230  -0.022922   0.033849   0.020970   0.020713   10.0000     0.0388
    1.500    30.000   0.298450   0.033781   0.015628   0.049410  -0.145337  -0.022663   0.028064   0.020855   0.020569   10.0000     0.0460
    2.000    30.000   0.333582   0.034929   0.015659   0.050588  -0.143965  -0.022413   0.022305   0.020754   0.020430   10.0000     0.0515
    2.500    30.000   0.373315   0.036437   0.015385   0.051822  -0.142176  -0.022170   0.016565   0.020618   0.020294   10.0000     0.0552
    3.000    30.000   0.406542   0.036627   0.015274   0.051901  -0.141911  -0.021935   0.010858   0.020497   0.020164   10.0000     0.0592
    3.500    30.000   0.440619   0.037840   0.015236   0.053075  -0.140456  -0.021708   0.005200   0.020380   0.020034   10.0000     0.0624
    4.500    30.000   0.515007   0.040515   0.015247   0.055762  -0.137253  -0.021275  -0.005988   0.020163   0.019794   10.0000     0.0666
    5.000    30.000   0.549594   0.042007   0.015264   0.057271  -0.135485  -0.021069  -0.011511   0.020060   0.019683   10.0000     0.0687
    5.500    30.000   0.584245   0.043631   0.015299   0.058930  -0.133568  -0.020870  -0.016977   0.019962   0.019578   10.0000     0.0704
    6.000    30.000   0.620953   0.045352   0.015346   0.060698  -0.131549  -0.020677  -0.022386   0.019871   0.019480   10.0000     0.0717
    6.500    30.000   0.653289   0.047205   0.015414   0.062619  -0.129106  -0.020493  -0.027560   0.019716   0.019320   10.0000     0.0732
    7.000    30.000   0.687997   0.049088   0.015506   0.064594  -0.126898  -0.020313  -0.032838   0.019642   0.019242   10.0000     0.0744
    7.500    30.000   0.722599   0.051072   0.015617   0.066689  -0.124486  -0.020138  -0.037981   0.019554   0.019149   10.0000     0.0755
    8.000    30.000   0.759504   0.053129   0.015774   0.068904  -0.122016  -0.019969  -0.043047   0.019477   0.019067   10.0000     0.0762
    8.500    30.000   0.793903   0.053837   0.016012   0.069848  -0.121134  -0.019805  -0.048028   0.019415   0.018995   10.0000     0.0771
    9.500    30.000   0.867830   0.060212   0.016718   0.076930  -0.113680  -0.019490  -0.057711   0.019312   0.018873   10.0000     0.0781
   10.000    30.000   0.905450   0.062805   0.017119   0.079924  -0.110653  -0.019338  -0.062404   0.019266   0.018823   10.0000     0.0785
   12.000    30.000   1.045061   0.074234   0.019085   0.093319  -0.097183  -0.018776  -0.079839   0.019097   0.018630   10.0000     0.0803
   14.000    30.000   1.184030   0.087061   0.022224   0.109284  -0.081395  -0.018267  -0.094754   0.019042   0.018488   10.0000     0.0813


