xflr5 v6.32

Plane name :        Maja with Body
Polar name :        T1-26.0 m/s-VLM2-b10.0°
Freestream speed :  26.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000    10.000  -0.097713   0.006747   0.013890   0.020637  -0.052803  -0.014842  -0.016590   0.012538   0.009070   26.0000     0.0308
   -2.000    10.000   0.066994   0.005870   0.011854   0.017725  -0.052449  -0.013682  -0.016028   0.012393   0.008866   26.0000     0.1396
    0.000    10.000   0.231995   0.007079   0.010162   0.017241  -0.050877  -0.012701  -0.021258   0.012031   0.008534   26.0000     0.0924
    2.000    10.000   0.396963   0.008859   0.008784   0.017643  -0.048480  -0.011904  -0.033181   0.011550   0.008059   26.0000     0.0845
    4.000    10.000   0.564945   0.013893   0.009025   0.022918  -0.045109  -0.011331  -0.051328   0.011087   0.007611   26.0000     0.0808
    6.000    10.000   0.731843   0.023286   0.009917   0.033203  -0.039210  -0.010959  -0.075319   0.010492   0.007062   26.0000     0.0788
    8.000    10.000   0.900590   0.034179   0.011702   0.045881  -0.040586  -0.010778  -0.106655   0.011377   0.008025   26.0000     0.0778
   10.000    10.000   1.065737   0.045216   0.013656   0.058872  -0.031118  -0.010837  -0.141151   0.010161   0.006886   26.0000     0.0768


