xflr5 v6.32

Plane name :        Maja with Body
Polar name :        T1-10.0 m/s-VLM2
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000     0.000  -0.107936   0.002533   0.023340   0.025873  -0.000000  -0.000000  -0.016360   0.000000   0.000000   10.0000     0.0209
   -2.000     0.000   0.062355   0.001543   0.019436   0.020979  -0.000000   0.000000  -0.017029   0.000000   0.000000   10.0000     0.1589
    0.000     0.000   0.232709   0.002737   0.015232   0.017969   0.000000   0.000000  -0.021164   0.000000   0.000000   10.0000     0.0946
    2.000     0.000   0.402460   0.006110   0.014596   0.020706   0.000000   0.000000  -0.027634   0.000000   0.000000   10.0000     0.0846
    4.000     0.000   0.570947   0.011629   0.014669   0.026298   0.000000   0.000000  -0.037214   0.000000   0.000000   10.0000     0.0806
    6.000     0.000   0.737519   0.019235   0.015192   0.034426   0.000000   0.000000  -0.049934   0.000000   0.000000   10.0000     0.0785
    8.000     0.000   0.901540   0.028843   0.016906   0.045748   0.000000   0.000000  -0.065546   0.000000   0.000000   10.0000     0.0774
   10.000     0.000   1.062397   0.040344   0.019430   0.059774   0.000000   0.000000  -0.084055  -0.000000   0.000000   10.0000     0.0767


