xflr5 v6.32

Plane name :        Maja without Body
Polar name :        T1-14.0 m/s-VLM2
Freestream speed :  14.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000     0.000  -0.142223   0.002646   0.019352   0.021998  -0.000000  -0.000000   0.069599   0.000000   0.000000   14.0000     0.1873
   -2.000     0.000   0.039593   0.001444   0.016358   0.017801  -0.000000  -0.000000   0.043082   0.000000   0.000000   14.0000    -0.1853
    0.000     0.000   0.221531   0.002551   0.012756   0.015308   0.000000  -0.000000   0.016465   0.000000   0.000000   14.0000     0.0541
    2.000     0.000   0.402882   0.005965   0.012236   0.018201   0.000000   0.000000  -0.010182  -0.000000  -0.000000   14.0000     0.0776
    4.000     0.000   0.582946   0.011650   0.012618   0.024268   0.000000   0.000000  -0.036695  -0.000000  -0.000000   14.0000     0.0867
    6.000     0.000   0.761031   0.019546   0.013512   0.033058   0.000000   0.000000  -0.062938  -0.000000  -0.000000   14.0000     0.0916
    8.000     0.000   0.936462   0.029565   0.015542   0.045107   0.000000   0.000000  -0.088778  -0.000000  -0.000000   14.0000     0.0949
   10.000     0.000   1.108586   0.041593   0.017979   0.059572   0.000000   0.000000  -0.114074  -0.000000  -0.000000   14.0000     0.0973


