xflr5 v6.58

Plane name :        FunCub
Polar name :        T1-40.0 m/s-VLM2-b15.0°
Freestream speed :  40.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000    15.000  -0.220582   0.015121   0.013441   0.028562  -0.092556  -0.012242   0.063610   0.033708   0.033368   40.0000     0.1528
   -3.500    15.000  -0.179490   0.014247   0.013151   0.027398  -0.092924  -0.011413   0.055872   0.034326   0.033972   40.0000     0.1553
   -3.000    15.000  -0.138482   0.013545   0.012891   0.026436  -0.093476  -0.010580   0.047703   0.034939   0.034573   40.0000     0.1594
   -2.500    15.000  -0.097566   0.013111   0.012661   0.025772  -0.094198  -0.009744   0.039101   0.035543   0.035167   40.0000     0.1670
   -2.000    15.000  -0.056697   0.012988   0.012408   0.025396  -0.095071  -0.008905   0.030060   0.036152   0.035759   40.0000     0.1858
   -1.500    15.000  -0.015846   0.012993   0.011995   0.024988  -0.096062  -0.008063   0.020524   0.036776   0.036342   40.0000     0.3006
   -1.000    15.000   0.024990   0.013179   0.011193   0.024372  -0.097157  -0.007221   0.010413   0.037368   0.036919   40.0000     0.0352
   -0.500    15.000   0.065828   0.013796   0.010688   0.024484  -0.098279  -0.006374  -0.000029   0.037923   0.037471   40.0000     0.1003
    0.000    15.000   0.111620   0.014321   0.010417   0.024737  -0.098797  -0.006027  -0.020497   0.038187   0.037753   40.0000     0.1351
    0.500    15.000   0.148000   0.015122   0.010375   0.025498  -0.100889  -0.004694  -0.022220   0.038991   0.038562   40.0000     0.1218
    1.000    15.000   0.189264   0.015326   0.010413   0.025739  -0.102386  -0.003864  -0.034149   0.039511   0.039093   40.0000     0.1258
    1.500    15.000   0.230603   0.015983   0.010542   0.026525  -0.103921  -0.003036  -0.046551   0.039958   0.039549   40.0000     0.1283
    2.000    15.000   0.272000   0.016960   0.010711   0.027672  -0.105653  -0.002214  -0.059428   0.040404   0.040002   40.0000     0.1300
    2.500    15.000   0.313469   0.018311   0.010922   0.029233  -0.107805  -0.001411  -0.072914   0.040890   0.040493   40.0000     0.1315
    3.000    15.000   0.354963   0.019950   0.011167   0.031118  -0.110163  -0.000619  -0.086928   0.041358   0.040965   40.0000     0.1326
    3.500    15.000   0.396459   0.021752   0.011428   0.033180  -0.112694   0.000162  -0.101481   0.041785   0.041394   40.0000     0.1336
    4.000    15.000   0.437962   0.023650   0.011692   0.035343  -0.115379   0.000928  -0.116562   0.042164   0.041771   40.0000     0.1345


