xflr5 v6.61

Plane name :        FunCub
Polar name :        T1-30.0 m/s-VLM2-b15.0°
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -6.500    15.000  -0.426908   0.022676   0.016762   0.039438  -0.093674  -0.010476   0.121870   0.031548   0.031258   30.0000     0.1471
   -6.000    15.000  -0.385575   0.020721   0.016258   0.036979  -0.093064  -0.009814   0.111265   0.032080   0.031774   30.0000     0.1475
   -5.500    15.000  -0.344272   0.018988   0.015778   0.034767  -0.092645  -0.009130   0.100653   0.032612   0.032292   30.0000     0.1481
   -5.000    15.000  -0.303006   0.017480   0.015323   0.032803  -0.092420  -0.008424   0.090044   0.033144   0.032809   30.0000     0.1489
   -4.500    15.000  -0.261787   0.016194   0.014880   0.031074  -0.092394  -0.007695   0.079444   0.033679   0.033325   30.0000     0.1500
   -4.000    15.000  -0.220625   0.015125   0.014485   0.029611  -0.092566  -0.006944   0.068860   0.034210   0.033840   30.0000     0.1516
   -3.500    15.000  -0.179534   0.014257   0.014126   0.028383  -0.092932  -0.006172   0.058298   0.034738   0.034353   30.0000     0.1540
   -3.000    15.000  -0.138528   0.013572   0.013799   0.027370  -0.093483  -0.005377   0.047765   0.035260   0.034862   30.0000     0.1579
   -2.500    15.000  -0.097604   0.013155   0.013504   0.026660  -0.094202  -0.004563   0.037256   0.035774   0.035365   30.0000     0.1652
   -2.000    15.000  -0.056730   0.013004   0.013156   0.026160  -0.095076  -0.003727   0.026789   0.036303   0.035869   30.0000     0.1831
   -1.500    15.000  -0.015874   0.012989   0.012615   0.025603  -0.096065  -0.002873   0.016350   0.036839   0.036362   30.0000     0.2925
   -1.000    15.000   0.024974   0.013159   0.011492   0.024651  -0.097154  -0.002000   0.005939   0.037329   0.036846   30.0000     0.0392
   -0.500    15.000   0.065832   0.013797   0.011140   0.024938  -0.098285  -0.001109  -0.004423   0.037779   0.037309   30.0000     0.1014
    0.000    15.000   0.104407   0.012160   0.011026   0.023187  -0.100063   0.000229  -0.007835   0.038416   0.037953   30.0000     0.0995
    0.500    15.000   0.147926   0.015046   0.010972   0.026018  -0.100883   0.000714  -0.025286   0.038659   0.038210   30.0000     0.1221
    1.000    15.000   0.189239   0.015221   0.011064   0.026285  -0.102376   0.001640  -0.035926   0.039080   0.038641   30.0000     0.1258
    1.500    15.000   0.230594   0.015923   0.011248   0.027171  -0.103930   0.002575  -0.046566   0.039437   0.039007   30.0000     0.1282
    2.000    15.000   0.271997   0.016917   0.011482   0.028399  -0.105701   0.003517  -0.057255   0.039786   0.039363   30.0000     0.1299
    2.500    15.000   0.313476   0.018249   0.011738   0.029987  -0.107796   0.004467  -0.068027   0.040157   0.039738   30.0000     0.1312
    3.000    15.000   0.354972   0.019921   0.012010   0.031931  -0.110152   0.005422  -0.078893   0.040517   0.040099   30.0000     0.1323
    3.500    15.000   0.396463   0.021746   0.012284   0.034030  -0.112695   0.006378  -0.089827   0.040840   0.040420   30.0000     0.1333
    4.000    15.000   0.437961   0.023696   0.012567   0.036264  -0.115498   0.007336  -0.100837   0.041149   0.040723   30.0000     0.1341


