xflr5 v6.61

Plane name :        FunCub
Polar name :        T1-14.0 m/s-VLM2-b10.0°-2.6kg-x0.3m
Freestream speed :  14.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -7.500    10.000  -0.528681   0.020274   0.024585   0.044859  -0.060618  -0.007621   0.147460   0.019952   0.019740   14.0000     0.1484
   -7.000    10.000  -0.485617   0.017840   0.023560   0.041400  -0.059996  -0.007195   0.137175   0.020247   0.020072   14.0000     0.1490
   -6.500    10.000  -0.442578   0.015627   0.022737   0.038364  -0.059521  -0.006757   0.126842   0.020598   0.020411   14.0000     0.1497
   -6.000    10.000  -0.399570   0.013631   0.021987   0.035618  -0.059188  -0.006306   0.116483   0.020958   0.020756   14.0000     0.1507
   -5.500    10.000  -0.356597   0.011850   0.021287   0.033137  -0.058994  -0.005842   0.106106   0.021323   0.021105   14.0000     0.1519
   -5.000    10.000  -0.313662   0.010279   0.020558   0.030837  -0.058936  -0.005365   0.095720   0.021691   0.021460   14.0000     0.1535
   -4.500    10.000  -0.270769   0.008912   0.019950   0.028863  -0.059007  -0.004874   0.085325   0.022066   0.021817   14.0000     0.1557
   -4.000    10.000  -0.227920   0.007742   0.019411   0.027153  -0.059203  -0.004370   0.074927   0.022438   0.022177   14.0000     0.1587
   -3.500    10.000  -0.185116   0.006755   0.018770   0.025524  -0.059518  -0.003853   0.064537   0.022811   0.022538   14.0000     0.1632
   -3.000    10.000  -0.142360   0.005943   0.018085   0.024028  -0.059945  -0.003323   0.054154   0.023186   0.022900   14.0000     0.1705
   -2.500    10.000  -0.099648   0.005353   0.017329   0.022682  -0.060479  -0.002781   0.043782   0.023569   0.023261   14.0000     0.1842
   -2.000    10.000  -0.056959   0.005010   0.015789   0.020799  -0.061115  -0.002226   0.033434   0.023963   0.023621   14.0000     0.2184
   -1.500    10.000  -0.014289   0.004822   0.014401   0.019223  -0.061844  -0.001659   0.023090   0.024313   0.023977   14.0000     0.4563
   -1.000    10.000   0.028353   0.004792   0.014022   0.018815  -0.062669  -0.001081   0.012745   0.024663   0.024331   14.0000    -0.0244
   -0.500    10.000   0.070971   0.004979   0.013948   0.018927  -0.063549  -0.000490   0.002454   0.024995   0.024665   14.0000     0.0730
    0.000    10.000   0.112328   0.005512   0.014010   0.019522  -0.063557   0.000119  -0.002446   0.024942   0.024616   14.0000     0.0852
    0.500    10.000   0.156760   0.005928   0.014158   0.020086  -0.065631   0.000723  -0.018243   0.025661   0.025335   14.0000     0.1080
    1.000    10.000   0.199663   0.006290   0.014306   0.020596  -0.066886   0.001344  -0.028797   0.026017   0.025692   14.0000     0.1145
    1.500    10.000   0.242559   0.006811   0.014429   0.021239  -0.067780   0.001964  -0.039371   0.026154   0.025826   14.0000     0.1187
    2.000    10.000   0.285497   0.007425   0.014550   0.021975  -0.069257   0.002606  -0.049918   0.026514   0.026182   14.0000     0.1217
    2.500    10.000   0.328501   0.008127   0.014649   0.022776  -0.070758   0.003253  -0.060533   0.026820   0.026481   14.0000     0.1239
    3.000    10.000   0.371543   0.008776   0.014722   0.023498  -0.072406   0.003908  -0.071204   0.027125   0.026780   14.0000     0.1257
    3.500    10.000   0.414546   0.009412   0.014800   0.024212  -0.074221   0.004573  -0.081917   0.027450   0.027098   14.0000     0.1272
    4.000    10.000   0.457368   0.011113   0.014905   0.026019  -0.075448   0.005198  -0.092663   0.027416   0.027063   14.0000     0.1285
    4.500    10.000   0.500194   0.014217   0.015107   0.029324  -0.077487   0.005864  -0.103438   0.027678   0.027326   14.0000     0.1296
    5.000    10.000   0.543221   0.017796   0.015408   0.033204  -0.079591   0.006531  -0.114236   0.027897   0.027553   14.0000     0.1305
    5.500    10.000   0.586383   0.021086   0.015800   0.036885  -0.081783   0.007199  -0.125033   0.028091   0.027757   14.0000     0.1313


