xflr5 v6.58

Plane name :        FunCub
Polar name :        T1-50.0 m/s-VLM2
Freestream speed :  50.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000     0.000  -0.228562   0.004654   0.011752   0.016406  -0.000000   0.000032   0.066690   0.000002   0.000000   50.0000     0.1535
   -3.500     0.000  -0.185652   0.003273   0.011476   0.014749  -0.000000   0.000026   0.060516   0.000002   0.000000   50.0000     0.1603
   -3.000     0.000  -0.142690   0.002138   0.011233   0.013371  -0.000000   0.000020   0.054080   0.000002   0.000000   50.0000     0.1712
   -2.500     0.000  -0.099687   0.001249   0.011013   0.012262  -0.000000   0.000014   0.047380   0.000002   0.000000   50.0000     0.1916
   -2.000     0.000  -0.056652   0.000609   0.010787   0.011396  -0.000000   0.000008   0.040410   0.000002   0.000000   50.0000     0.2431
   -1.500     0.000  -0.013594   0.000216   0.010476   0.010692   0.000000   0.000002   0.033146   0.000001  -0.000000   50.0000     0.6207
   -1.000     0.000   0.029477   0.000073   0.009896   0.009969   0.000000  -0.000004   0.025528   0.000001  -0.000000   50.0000    -0.1053
   -0.500     0.000   0.072550   0.000178   0.009113   0.009291   0.000000  -0.000010   0.017580   0.000001  -0.000000   50.0000     0.0307
    0.000     0.000   0.115617   0.000532   0.008805   0.009338   0.000000  -0.000016   0.009528   0.000001  -0.000000   50.0000     0.0654
    0.500     0.000   0.158666   0.001136   0.008670   0.009805   0.000000  -0.000022   0.001276   0.000001  -0.000000   50.0000     0.0813
    1.000     0.000   0.201689   0.001987   0.008646   0.010633   0.000000  -0.000029  -0.007195   0.000001  -0.000000   50.0000     0.0904
    1.500     0.000   0.244676   0.003087   0.008699   0.011787   0.000000  -0.000035  -0.015893   0.000001  -0.000000   50.0000     0.0963
    2.000     0.000   0.287617   0.004434   0.008788   0.013223   0.000000  -0.000041  -0.024829   0.000001  -0.000000   50.0000     0.1004
    2.500     0.000   0.330502   0.006028   0.008953   0.014981   0.000000  -0.000047  -0.033988   0.000001  -0.000000   50.0000     0.1035
    3.000     0.000   0.373321   0.007867   0.009176   0.017043   0.000000  -0.000053  -0.043373   0.000001  -0.000000   50.0000     0.1059
    3.500     0.000   0.416065   0.009949   0.009408   0.019357   0.000000  -0.000059  -0.052997   0.000001  -0.000000   50.0000     0.1078
    4.000     0.000   0.458724   0.012275   0.009642   0.021917   0.000000  -0.000065  -0.062860   0.000001  -0.000000   50.0000     0.1094
    4.500     0.000   0.501289   0.014841   0.009874   0.024715   0.000000  -0.000071  -0.072960   0.000001  -0.000000   50.0000     0.1107
    5.000     0.000   0.543750   0.017646   0.010104   0.027750   0.000000  -0.000077  -0.083294   0.000001  -0.000000   50.0000     0.1118
    5.500     0.000   0.586097   0.020688   0.010332   0.031020   0.000000  -0.000083  -0.093860   0.000001  -0.000000   50.0000     0.1128
    6.000     0.000   0.628321   0.023965   0.010558   0.034524   0.000000  -0.000089  -0.104653   0.000001  -0.000000   50.0000     0.1136
    6.500     0.000   0.670413   0.027475   0.010778   0.038253   0.000000  -0.000095  -0.115673   0.000002  -0.000000   50.0000     0.1144
    7.000     0.000   0.712364   0.031214   0.010992   0.042207   0.000000  -0.000101  -0.126916   0.000002  -0.000000   50.0000     0.1151
    7.500     0.000   0.754163   0.035181   0.011218   0.046399   0.000000  -0.000107  -0.138373   0.000002  -0.000000   50.0000     0.1157
    8.000     0.000   0.795802   0.039372   0.011459   0.050831   0.000000  -0.000113  -0.150039   0.000002  -0.000000   50.0000     0.1163
    8.500     0.000   0.837273   0.043784   0.011702   0.055486   0.000000  -0.000119  -0.161914   0.000002  -0.000000   50.0000     0.1168
    9.000     0.000   0.878565   0.048414   0.011954   0.060368   0.000000  -0.000125  -0.173994   0.000002  -0.000000   50.0000     0.1173
    9.500     0.000   0.919670   0.053258   0.012220   0.065478   0.000000  -0.000131  -0.186273   0.000002  -0.000000   50.0000     0.1178
   10.000     0.000   0.960579   0.058313   0.012499   0.070812   0.000000  -0.000137  -0.198747   0.000002  -0.000000   50.0000     0.1182


