xflr5 v6.61

Plane name :        FunCub
Polar name :        T1-30.0 m/s-VLM2-2.6kg-x0.3m
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -10.000     0.000  -0.735973   0.039791   0.022356   0.062147  -0.000000   0.000000   0.157533   0.000000   0.000000   30.0000     0.1333
   -9.500     0.000  -0.694427   0.035604   0.020974   0.056578  -0.000000   0.000000   0.150296   0.000000   0.000000   30.0000     0.1337
   -9.000     0.000  -0.652717   0.031637   0.019777   0.051413  -0.000000   0.000000   0.143007   0.000000   0.000000   30.0000     0.1342
   -8.500     0.000  -0.610852   0.027892   0.018894   0.046786  -0.000000   0.000000   0.135668   0.000000   0.000000   30.0000     0.1348
   -8.000     0.000  -0.568839   0.024373   0.018192   0.042565  -0.000000   0.000000   0.128284   0.000000   0.000000   30.0000     0.1355
   -7.500     0.000  -0.526690   0.021083   0.017481   0.038564  -0.000000   0.000000   0.120858   0.000000   0.000000   30.0000     0.1364
   -7.000     0.000  -0.484412   0.018024   0.016840   0.034865  -0.000000   0.000000   0.113392   0.000000   0.000000   30.0000     0.1374
   -6.500     0.000  -0.442016   0.015199   0.016336   0.031535  -0.000000   0.000000   0.105888   0.000000   0.000000   30.0000     0.1386
   -6.000     0.000  -0.399511   0.012610   0.015796   0.028406  -0.000000   0.000000   0.098350   0.000000   0.000000   30.0000     0.1402
   -5.500     0.000  -0.356906   0.010259   0.015230   0.025489  -0.000000   0.000000   0.090780   0.000000   0.000000   30.0000     0.1421
   -5.000     0.000  -0.314211   0.008149   0.014702   0.022851  -0.000000   0.000000   0.083180   0.000000   0.000000   30.0000     0.1445
   -4.500     0.000  -0.271435   0.006280   0.014184   0.020464  -0.000000   0.000000   0.075553   0.000000   0.000000   30.0000     0.1478
   -4.000     0.000  -0.228588   0.004654   0.013696   0.018350  -0.000000   0.000000   0.067900   0.000000   0.000000   30.0000     0.1523
   -3.500     0.000  -0.185679   0.003273   0.013256   0.016529  -0.000000   0.000000   0.060224   0.000000   0.000000   30.0000     0.1590
   -3.000     0.000  -0.142719   0.002138   0.012851   0.014989  -0.000000   0.000000   0.052527   0.000000   0.000000   30.0000     0.1697
   -2.500     0.000  -0.099717   0.001250   0.012486   0.013735  -0.000000   0.000000   0.044812   0.000000  -0.000000   30.0000     0.1897
   -2.000     0.000  -0.056683   0.000609   0.012067   0.012676   0.000000   0.000000   0.037082  -0.000000  -0.000000   30.0000     0.2401
   -1.500     0.000  -0.013627   0.000216   0.011408   0.011625   0.000000   0.000000   0.029340  -0.000000  -0.000000   30.0000     0.6091
   -1.000     0.000   0.029442   0.000073   0.010159   0.010231   0.000000  -0.000000   0.021590  -0.000000  -0.000000   30.0000    -0.1016
   -0.500     0.000   0.072515   0.000178   0.009749   0.009926   0.000000  -0.000000   0.013825  -0.000000  -0.000000   30.0000     0.0319
    0.000     0.000   0.115580   0.000532   0.009560   0.010092   0.000000  -0.000000   0.006052  -0.000000  -0.000000   30.0000     0.0660
    0.500     0.000   0.158628   0.001135   0.009518   0.010652   0.000000  -0.000000  -0.001727  -0.000000  -0.000000   30.0000     0.0815
    1.000     0.000   0.201650   0.001986   0.009594   0.011580   0.000000  -0.000000  -0.009508  -0.000000  -0.000000   30.0000     0.0904
    1.500     0.000   0.244635   0.003085   0.009755   0.012840   0.000000  -0.000000  -0.017289  -0.000000  -0.000000   30.0000     0.0962
    2.000     0.000   0.287575   0.004431   0.009959   0.014390   0.000000  -0.000000  -0.025067  -0.000000  -0.000000   30.0000     0.1003
    2.500     0.000   0.330458   0.006024   0.010186   0.016210   0.000000  -0.000000  -0.032842  -0.000000  -0.000000   30.0000     0.1033
    3.000     0.000   0.373276   0.007862   0.010418   0.018280   0.000000  -0.000000  -0.040610  -0.000000  -0.000000   30.0000     0.1057
    3.500     0.000   0.416019   0.009944   0.010644   0.020588   0.000000  -0.000000  -0.048368  -0.000000  -0.000000   30.0000     0.1075
    4.000     0.000   0.458677   0.012268   0.010874   0.023142   0.000000  -0.000000  -0.056116  -0.000000  -0.000000   30.0000     0.1091
    4.500     0.000   0.501241   0.014833   0.011110   0.025943   0.000000  -0.000000  -0.063851  -0.000000  -0.000000   30.0000     0.1104
    5.000     0.000   0.543700   0.017637   0.011359   0.028996   0.000000  -0.000000  -0.071569  -0.000000  -0.000000   30.0000     0.1115
    5.500     0.000   0.586046   0.020678   0.011626   0.032304   0.000000  -0.000000  -0.079270  -0.000000  -0.000000   30.0000     0.1124
