xflr5 v6.32

Plane name :        Maja without Body
Polar name :        T1-10.0 m/s-VLM2-b5.0°
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000     5.000  -0.139466   0.003460   0.023908   0.027368  -0.025071  -0.004623   0.070265   0.004397   0.004407   10.0000     0.1913
   -2.000     5.000   0.040266   0.002285   0.019883   0.022168  -0.025278  -0.004306   0.044088   0.004286   0.004285   10.0000    -0.1871
    0.000     5.000   0.220660   0.003386   0.015703   0.019089  -0.025070  -0.004023   0.017185   0.004184   0.004166   10.0000     0.0533
    2.000     5.000   0.401589   0.006393   0.015110   0.021504  -0.024515  -0.003769  -0.010052   0.004110   0.004055   10.0000     0.0775
    4.000     5.000   0.583255   0.012068   0.015204   0.027273  -0.023479  -0.003543  -0.037170   0.004016   0.003954   10.0000     0.0866
    6.000     5.000   0.765179   0.020596   0.015856   0.036452  -0.021933  -0.003344  -0.063788   0.003925   0.003866   10.0000     0.0912
    8.000     5.000   0.947089   0.030727   0.017866   0.048593  -0.020050  -0.003170  -0.089479   0.003835   0.003783   10.0000     0.0939
   10.000     5.000   1.129255   0.043640   0.020770   0.064410  -0.017728  -0.003014  -0.113802   0.003775   0.003731   10.0000     0.0955


