xflr5 v6.58

Plane name :        FunCub
Polar name :        T1-50.0 m/s-VLM2-b10.0°
Freestream speed :  50.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -4.000    10.000  -0.227879   0.007748   0.012104   0.019852  -0.059197  -0.007807   0.068559   0.022057   0.021870   50.0000     0.1599
   -3.500    10.000  -0.185075   0.006761   0.011848   0.018609  -0.059513  -0.007253   0.061161   0.022485   0.022291   50.0000     0.1646
   -3.000    10.000  -0.142318   0.005943   0.011624   0.017568  -0.059940  -0.006699   0.053288   0.022911   0.022712   50.0000     0.1721
   -2.500    10.000  -0.099609   0.005343   0.011424   0.016767  -0.060476  -0.006145   0.044938   0.023336   0.023132   50.0000     0.1861
   -2.000    10.000  -0.056922   0.005009   0.011218   0.016227  -0.061113  -0.005590   0.036103   0.023761   0.023551   50.0000     0.2213
   -1.500    10.000  -0.014253   0.004821   0.010920   0.015741  -0.061843  -0.005036   0.026754   0.024195   0.023966   50.0000     0.4663
   -1.000    10.000   0.028388   0.004785   0.010388   0.015173  -0.062669  -0.004483   0.016848   0.024624   0.024380   50.0000    -0.0279
   -0.500    10.000   0.071004   0.004995   0.009667   0.014662  -0.063552  -0.003928   0.006428   0.025033   0.024776   50.0000     0.0720
    0.000    10.000   0.117328   0.006086   0.009347   0.015433  -0.064180  -0.003402  -0.009924   0.025306   0.025068   50.0000     0.1080
    0.500    10.000   0.156807   0.005988   0.009224   0.015212  -0.065634  -0.002824  -0.015695   0.025799   0.025569   50.0000     0.1079
    1.000    10.000   0.199703   0.006296   0.009206   0.015502  -0.066884  -0.002278  -0.027619   0.026208   0.025986   50.0000     0.1145
    1.500    10.000   0.242592   0.006804   0.009269   0.016073  -0.067840  -0.001723  -0.040045   0.026425   0.026213   50.0000     0.1189
    2.000    10.000   0.285527   0.007436   0.009368   0.016804  -0.069263  -0.001180  -0.052949   0.026819   0.026614   50.0000     0.1219
    2.500    10.000   0.328530   0.008146   0.009535   0.017681  -0.070766  -0.000640  -0.066393   0.027182   0.026986   50.0000     0.1242
    3.000    10.000   0.371572   0.008791   0.009757   0.018548  -0.072425  -0.000105  -0.080371   0.027550   0.027362   50.0000     0.1261
    3.500    10.000   0.414579   0.009389   0.010009   0.019397  -0.074361   0.000426  -0.094880   0.027997   0.027816   50.0000     0.1276
    4.000    10.000   0.457394   0.011155   0.010244   0.021399  -0.075401   0.000943  -0.109919   0.027937   0.027762   50.0000     0.1289
    4.500    10.000   0.500224   0.014244   0.010492   0.024736  -0.077483   0.001457  -0.125483   0.028305   0.028133   50.0000     0.1301
    5.000    10.000   0.543252   0.017821   0.010737   0.028558  -0.079592   0.001963  -0.141568   0.028618   0.028448   50.0000     0.1310
    5.500    10.000   0.586417   0.021107   0.010983   0.032090  -0.081801   0.002461  -0.158148   0.028918   0.028748   50.0000     0.1318
    6.000    10.000   0.629623   0.024238   0.011230   0.035468  -0.084182   0.002951  -0.175238   0.029225   0.029056   50.0000     0.1326
    6.500    10.000   0.672822   0.027420   0.011474   0.038894  -0.086476   0.003422  -0.192826   0.029418   0.029247   50.0000     0.1333


