xflr5 v6.61

Plane name :        FunCub
Polar name :        T1-26.0 m/s-VLM2-b10.0°-2.6kg-x0.3m
Freestream speed :  26.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -7.500    10.000  -0.528681   0.020274   0.018802   0.039075  -0.060618  -0.007621   0.147330   0.019875   0.019740   26.0000     0.1484
   -7.000    10.000  -0.485617   0.017840   0.018170   0.036010  -0.059996  -0.007195   0.137014   0.020220   0.020072   26.0000     0.1490
   -6.500    10.000  -0.442578   0.015627   0.017597   0.033224  -0.059521  -0.006757   0.126668   0.020567   0.020411   26.0000     0.1497
   -6.000    10.000  -0.399570   0.013631   0.017018   0.030649  -0.059188  -0.006306   0.116301   0.020923   0.020756   26.0000     0.1507
   -5.500    10.000  -0.356597   0.011850   0.016448   0.028297  -0.058994  -0.005842   0.105921   0.021281   0.021105   26.0000     0.1519
   -5.000    10.000  -0.313662   0.010279   0.015899   0.026178  -0.058936  -0.005365   0.095532   0.021647   0.021460   26.0000     0.1535
   -4.500    10.000  -0.270769   0.008912   0.015318   0.024230  -0.059007  -0.004874   0.085141   0.022014   0.021817   26.0000     0.1557
   -4.000    10.000  -0.227920   0.007742   0.014713   0.022455  -0.059203  -0.004370   0.074751   0.022386   0.022177   26.0000     0.1587
   -3.500    10.000  -0.185116   0.006755   0.014178   0.020933  -0.059518  -0.003853   0.064365   0.022759   0.022538   26.0000     0.1632
   -3.000    10.000  -0.142360   0.005943   0.013775   0.019718  -0.059945  -0.003323   0.053984   0.023129   0.022900   26.0000     0.1705
   -2.500    10.000  -0.099648   0.005353   0.013399   0.018752  -0.060479  -0.002781   0.043614   0.023497   0.023261   26.0000     0.1842
   -2.000    10.000  -0.056959   0.005010   0.012892   0.017903  -0.061115  -0.002226   0.033260   0.023877   0.023621   26.0000     0.2184
   -1.500    10.000  -0.014289   0.004822   0.012166   0.016988  -0.061844  -0.001659   0.022921   0.024257   0.023977   26.0000     0.4563
   -1.000    10.000   0.028353   0.004792   0.010933   0.015725  -0.062669  -0.001081   0.012606   0.024608   0.024331   26.0000    -0.0244
   -0.500    10.000   0.070971   0.004979   0.010600   0.015579  -0.063549  -0.000490   0.002333   0.024932   0.024665   26.0000     0.0730
    0.000    10.000   0.112328   0.005512   0.010441   0.015953  -0.063557   0.000119  -0.002548   0.024871   0.024616   26.0000     0.0852
    0.500    10.000   0.156760   0.005928   0.010479   0.016407  -0.065631   0.000723  -0.018334   0.025582   0.025335   26.0000     0.1080
    1.000    10.000   0.199663   0.006290   0.010608   0.016899  -0.066886   0.001344  -0.028875   0.025928   0.025692   26.0000     0.1145
    1.500    10.000   0.242559   0.006811   0.010800   0.017611  -0.067780   0.001964  -0.039436   0.026054   0.025826   26.0000     0.1187
    2.000    10.000   0.285497   0.007425   0.011025   0.018450  -0.069257   0.002606  -0.049970   0.026403   0.026182   26.0000     0.1217
    2.500    10.000   0.328501   0.008127   0.011252   0.019379  -0.070758   0.003253  -0.060573   0.026698   0.026481   26.0000     0.1239
    3.000    10.000   0.371543   0.008776   0.011477   0.020253  -0.072406   0.003908  -0.071230   0.026994   0.026780   26.0000     0.1257
    3.500    10.000   0.414546   0.009412   0.011705   0.021117  -0.074221   0.004573  -0.081930   0.027311   0.027098   26.0000     0.1272
    4.000    10.000   0.457368   0.011113   0.011923   0.023036  -0.075448   0.005198  -0.092662   0.027274   0.027063   26.0000     0.1285
    4.500    10.000   0.500194   0.014217   0.012169   0.026386  -0.077487   0.005864  -0.103425   0.027537   0.027326   26.0000     0.1296
    5.000    10.000   0.543221   0.017796   0.012431   0.030227  -0.079591   0.006531  -0.114213   0.027762   0.027553   26.0000     0.1305
    5.500    10.000   0.586383   0.021086   0.012736   0.033822  -0.081783   0.007199  -0.125002   0.027961   0.027757   26.0000     0.1313
    6.000    10.000   0.629586   0.024224   0.013081   0.037304  -0.084144   0.007871  -0.135812   0.028160   0.027960   26.0000     0.1321


