xflr5 v6.61

Plane name :        FunCub
Polar name :        T1-18.0 m/s-VLM2-b10.0°-2.6kg-x0.3m
Freestream speed :  18.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -7.500    10.000  -0.528681   0.020274   0.021853   0.042126  -0.060618  -0.007621   0.147392   0.019887   0.019740   18.0000     0.1484
   -7.000    10.000  -0.485617   0.017840   0.021123   0.038963  -0.059996  -0.007195   0.137083   0.020233   0.020072   18.0000     0.1490
   -6.500    10.000  -0.442578   0.015627   0.020386   0.036013  -0.059521  -0.006757   0.126746   0.020586   0.020411   18.0000     0.1497
   -6.000    10.000  -0.399570   0.013631   0.019725   0.033356  -0.059188  -0.006306   0.116384   0.020944   0.020756   18.0000     0.1507
   -5.500    10.000  -0.356597   0.011850   0.019101   0.030951  -0.058994  -0.005842   0.106006   0.021306   0.021105   18.0000     0.1519
   -5.000    10.000  -0.313662   0.010279   0.018499   0.028778  -0.058936  -0.005365   0.095619   0.021668   0.021460   18.0000     0.1535
   -4.500    10.000  -0.270769   0.008912   0.017899   0.026811  -0.059007  -0.004874   0.085228   0.022034   0.021817   18.0000     0.1557
   -4.000    10.000  -0.227920   0.007742   0.017273   0.025015  -0.059203  -0.004370   0.074837   0.022406   0.022177   18.0000     0.1587
   -3.500    10.000  -0.185116   0.006755   0.016675   0.023430  -0.059518  -0.003853   0.064450   0.022780   0.022538   18.0000     0.1632
   -3.000    10.000  -0.142360   0.005943   0.016066   0.022009  -0.059945  -0.003323   0.054071   0.023157   0.022900   18.0000     0.1705
   -2.500    10.000  -0.099648   0.005353   0.015467   0.020820  -0.060479  -0.002781   0.043701   0.023531   0.023261   18.0000     0.1842
   -2.000    10.000  -0.056959   0.005010   0.014359   0.019369  -0.061115  -0.002226   0.033351   0.023925   0.023621   18.0000     0.2184
   -1.500    10.000  -0.014289   0.004822   0.012949   0.017771  -0.061844  -0.001659   0.023016   0.024279   0.023977   18.0000     0.4563
   -1.000    10.000   0.028353   0.004792   0.012364   0.017156  -0.062669  -0.001081   0.012682   0.024631   0.024331   18.0000    -0.0244
   -0.500    10.000   0.070971   0.004979   0.012167   0.017146  -0.063549  -0.000490   0.002399   0.024961   0.024665   18.0000     0.0730
    0.000    10.000   0.112328   0.005512   0.012155   0.017667  -0.063557   0.000119  -0.002492   0.024903   0.024616   18.0000     0.0852
    0.500    10.000   0.156760   0.005928   0.012303   0.018230  -0.065631   0.000723  -0.018284   0.025617   0.025335   18.0000     0.1080
    1.000    10.000   0.199663   0.006290   0.012476   0.018767  -0.066886   0.001344  -0.028831   0.025969   0.025692   18.0000     0.1145
    1.500    10.000   0.242559   0.006811   0.012664   0.019475  -0.067780   0.001964  -0.039399   0.026101   0.025826   18.0000     0.1187
    2.000    10.000   0.285497   0.007425   0.012847   0.020272  -0.069257   0.002606  -0.049938   0.026457   0.026182   18.0000     0.1217
    2.500    10.000   0.328501   0.008127   0.013016   0.021142  -0.070758   0.003253  -0.060547   0.026758   0.026481   18.0000     0.1239
    3.000    10.000   0.371543   0.008776   0.013177   0.021953  -0.072406   0.003908  -0.071211   0.027059   0.026780   18.0000     0.1257
    3.500    10.000   0.414546   0.009412   0.013332   0.022744  -0.074221   0.004573  -0.081918   0.027381   0.027098   18.0000     0.1272
    4.000    10.000   0.457368   0.011113   0.013491   0.024605  -0.075448   0.005198  -0.092656   0.027347   0.027063   18.0000     0.1285
    4.500    10.000   0.500194   0.014217   0.013707   0.027924  -0.077487   0.005864  -0.103426   0.027611   0.027326   18.0000     0.1296
    5.000    10.000   0.543221   0.017796   0.013999   0.031795  -0.079591   0.006531  -0.114218   0.027831   0.027553   18.0000     0.1305
    5.500    10.000   0.586383   0.021086   0.014366   0.035452  -0.081783   0.007199  -0.125011   0.028027   0.027757   18.0000     0.1313
    6.000    10.000   0.629586   0.024224   0.014781   0.039004  -0.084144   0.007871  -0.135824   0.028223   0.027960   18.0000     0.1321


