xflr5 v6.47

Plane name :        plane
Polar name :        T1-20.0 m/s-VLM2
Freestream speed :  20.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -8.000     0.000  -0.448401   0.005384   0.024730   0.030115  -0.000025  -0.000002   0.071112   0.000006   0.000006   20.0000     0.2659
   -7.000     0.000  -0.345378   0.003539   0.020974   0.024514  -0.000025  -0.000002   0.074582   0.000006   0.000006   20.0000     0.2798
   -6.000     0.000  -0.242139   0.002124   0.017822   0.019947  -0.000025  -0.000002   0.076537   0.000005   0.000005   20.0000     0.3056
   -5.000     0.000  -0.138740   0.001145   0.015264   0.016409  -0.000024  -0.000002   0.077147   0.000005   0.000005   20.0000     0.3700
   -4.000     0.000  -0.035233   0.000605   0.015094   0.015699  -0.000024  -0.000002   0.076871   0.000005   0.000005   20.0000     0.8134
   -3.000     0.000   0.068326   0.000509   0.015061   0.015569  -0.000024  -0.000002   0.074883   0.000005   0.000005   20.0000    -0.0874
   -2.000     0.000   0.171883   0.000856   0.015126   0.015982  -0.000024  -0.000002   0.071172   0.000005   0.000005   20.0000     0.0973
   -1.000     0.000   0.275383   0.001649   0.015290   0.016939  -0.000024  -0.000001   0.065743   0.000005   0.000005   20.0000     0.1431
    0.000     0.000   0.378770   0.002885   0.015543   0.018428  -0.000023  -0.000001   0.058601   0.000005   0.000005   20.0000     0.1639
    1.000     0.000   0.481990   0.004562   0.015869   0.020431  -0.000023  -0.000001   0.049746   0.000005   0.000005   20.0000     0.1758
    2.000     0.000   0.584990   0.006677   0.016281   0.022958  -0.000023  -0.000001   0.039197   0.000004   0.000004   20.0000     0.1835
    3.000     0.000   0.687713   0.009223   0.016790   0.026013  -0.000023  -0.000001   0.026970   0.000004   0.000004   20.0000     0.1890
    4.000     0.000   0.790108   0.012196   0.017423   0.029618  -0.000022  -0.000001   0.013093   0.000004   0.000004   20.0000     0.1930
    5.000     0.000   0.892119   0.015586   0.018213   0.033798  -0.000022  -0.000001  -0.002401   0.000004   0.000004   20.0000     0.1962
    6.000     0.000   0.993695   0.019385   0.019260   0.038645  -0.000022  -0.000001  -0.019450   0.000004   0.000004   20.0000     0.1987
    7.000     0.000   1.094782   0.023583   0.021545   0.045128  -0.000021  -0.000001  -0.037610   0.000004   0.000004   20.0000     0.2008
    8.000     0.000   1.195330   0.028167   0.025614   0.053782  -0.000021  -0.000001  -0.056564   0.000004   0.000004   20.0000     0.2026
    9.000     0.000   1.295287   0.033127   0.030780   0.063907  -0.000021  -0.000001  -0.076610   0.000003   0.000003   20.0000     0.2042
   10.000     0.000   1.394603   0.038446   0.038540   0.076986  -0.000020  -0.000001  -0.097057   0.000003   0.000003   20.0000     0.2055


