xflr5 v6.47

Plane name :        plane
Polar name :        T1-30.0 m/s-VLM2
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -8.000     0.000  -0.448401   0.005384   0.021785   0.027169  -0.000025  -0.000002   0.069683   0.000006   0.000006   30.0000     0.2659
   -7.000     0.000  -0.345378   0.003539   0.018568   0.022107  -0.000025  -0.000002   0.073411   0.000006   0.000006   30.0000     0.2798
   -6.000     0.000  -0.242139   0.002124   0.016309   0.018433  -0.000025  -0.000002   0.075743   0.000005   0.000005   30.0000     0.3056
   -5.000     0.000  -0.138740   0.001145   0.014101   0.015246  -0.000024  -0.000002   0.076462   0.000005   0.000005   30.0000     0.3700
   -4.000     0.000  -0.035233   0.000605   0.013702   0.014307  -0.000024  -0.000002   0.076123   0.000005   0.000005   30.0000     0.8134
   -3.000     0.000   0.068326   0.000509   0.013624   0.014133  -0.000024  -0.000002   0.074137   0.000005   0.000005   30.0000    -0.0874
   -2.000     0.000   0.171883   0.000856   0.013673   0.014530  -0.000024  -0.000002   0.070434   0.000005   0.000005   30.0000     0.0973
   -1.000     0.000   0.275383   0.001649   0.013806   0.015455  -0.000024  -0.000001   0.065007   0.000005   0.000005   30.0000     0.1431
    0.000     0.000   0.378770   0.002885   0.014016   0.016901  -0.000023  -0.000001   0.057859   0.000005   0.000005   30.0000     0.1639
    1.000     0.000   0.481990   0.004562   0.014287   0.018849  -0.000023  -0.000001   0.048994   0.000005   0.000005   30.0000     0.1758
    2.000     0.000   0.584990   0.006677   0.014626   0.021303  -0.000023  -0.000001   0.038426   0.000004   0.000004   30.0000     0.1835
    3.000     0.000   0.687713   0.009223   0.015041   0.024264  -0.000023  -0.000001   0.026170   0.000004   0.000004   30.0000     0.1890
    4.000     0.000   0.790108   0.012196   0.015554   0.027750  -0.000022  -0.000001   0.012253   0.000004   0.000004   30.0000     0.1930
    5.000     0.000   0.892119   0.015586   0.016193   0.031778  -0.000022  -0.000001  -0.003296   0.000004   0.000004   30.0000     0.1962
    6.000     0.000   0.993695   0.019385   0.017115   0.036500  -0.000022  -0.000001  -0.020394   0.000004   0.000004   30.0000     0.1987
    7.000     0.000   1.094782   0.023583   0.019223   0.042806  -0.000021  -0.000001  -0.038616   0.000004   0.000004   30.0000     0.2008
    8.000     0.000   1.195330   0.028167   0.022567   0.050735  -0.000021  -0.000001  -0.057880   0.000004   0.000004   30.0000     0.2026
    9.000     0.000   1.295287   0.033127   0.026754   0.059881  -0.000021  -0.000001  -0.078356   0.000003   0.000003   30.0000     0.2042
   10.000     0.000   1.394603   0.038446   0.032676   0.071122  -0.000020  -0.000001  -0.099607   0.000003   0.000003   30.0000     0.2055


