xflr5 v6.47

Plane name :        plane
Polar name :        T1-10.0 m/s-VLM2.gr2.5
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -8.000     0.000  -0.452192   0.005178   0.030731   0.035908  -0.000025  -0.000002   0.075009   0.000006   0.000006   10.0000     0.2662
   -7.000     0.000  -0.348283   0.003418   0.026175   0.029593  -0.000025  -0.000002   0.077855   0.000006   0.000006   10.0000     0.2799
   -6.000     0.000  -0.244163   0.002066   0.021226   0.023291  -0.000025  -0.000002   0.078886   0.000005   0.000005   10.0000     0.3055
   -5.000     0.000  -0.139885   0.001127   0.018551   0.019678  -0.000025  -0.000002   0.079244   0.000005   0.000005   10.0000     0.3694
   -4.000     0.000  -0.035503   0.000605   0.018376   0.018980  -0.000024  -0.000002   0.078697   0.000005   0.000005   10.0000     0.8095
   -3.000     0.000   0.068929   0.000502   0.018332   0.018834  -0.000024  -0.000002   0.076428   0.000005   0.000005   10.0000    -0.0841
   -2.000     0.000   0.173358   0.000821   0.018423   0.019244  -0.000024  -0.000002   0.072437   0.000005   0.000005   10.0000     0.0989
   -1.000     0.000   0.277730   0.001562   0.018647   0.020209  -0.000024  -0.000001   0.066728   0.000005   0.000005   10.0000     0.1444
    0.000     0.000   0.381991   0.002723   0.018994   0.021717  -0.000023  -0.000001   0.059307   0.000005   0.000005   10.0000     0.1650
    1.000     0.000   0.486088   0.004303   0.019449   0.023752  -0.000023  -0.000001   0.050173   0.000005   0.000005   10.0000     0.1768
    2.000     0.000   0.589965   0.006297   0.020028   0.026324  -0.000023  -0.000001   0.039350   0.000004   0.000004   10.0000     0.1845
    3.000     0.000   0.693571   0.008701   0.020748   0.029449  -0.000023  -0.000001   0.026855   0.000004   0.000004   10.0000     0.1898
    4.000     0.000   0.796852   0.011508   0.021642   0.033150  -0.000022  -0.000001   0.012720   0.000004   0.000004   10.0000     0.1939
    5.000     0.000   0.899756   0.014712   0.022753   0.037465  -0.000022  -0.000001  -0.003017   0.000004   0.000004   10.0000     0.1970
    6.000     0.000   1.002231   0.018304   0.024156   0.042460  -0.000022  -0.000001  -0.020304   0.000004   0.000004   10.0000     0.1995
    7.000     0.000   1.104224   0.022274   0.026211   0.048485  -0.000021  -0.000001  -0.038977   0.000004   0.000004   10.0000     0.2016
    8.000     0.000   1.205686   0.026611   0.030797   0.057408  -0.000021  -0.000001  -0.058185   0.000003   0.000004   10.0000     0.2034
    9.000     0.000   1.306566   0.031302   0.036676   0.067978  -0.000021  -0.000001  -0.078403   0.000003   0.000003   10.0000     0.2049
   10.000     0.000   1.406814   0.036336   0.045808   0.082144  -0.000020  -0.000001  -0.098820   0.000003   0.000003   10.0000     0.2062


