xflr5 v6.47

Plane name :        plane
Polar name :        T1-30.0 m/s-VLM2-b10.0°
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -8.000    10.000  -0.437148   0.008263   0.021689   0.029952  -0.051646  -0.014728   0.074360   0.012627   0.012953   30.0000     0.2561
   -7.000    10.000  -0.337194   0.006591   0.018785   0.025376  -0.048503  -0.013752   0.086616   0.012568   0.012769   30.0000     0.2803
   -6.000    10.000  -0.237155   0.005566   0.016510   0.022076  -0.045834  -0.012829   0.095846   0.012409   0.012569   30.0000     0.3214
   -5.000    10.000  -0.137049   0.004001   0.014670   0.018671  -0.043900  -0.011963   0.101988   0.012382   0.012372   30.0000     0.4171
   -4.000    10.000  -0.036870   0.003325   0.014038   0.017362  -0.042332  -0.011145   0.105336   0.012219   0.012146   30.0000     1.0121
   -3.000    10.000   0.063179   0.003144   0.013897   0.017041  -0.041325  -0.010386   0.105632   0.012010   0.011923   30.0000    -0.2644
   -2.000    10.000   0.162939   0.003279   0.013911   0.017190  -0.040779  -0.009679   0.102780   0.011769   0.011678   30.0000     0.0285
   -1.000    10.000   0.262376   0.004062   0.014016   0.018078  -0.040664  -0.009027   0.096744   0.011510   0.011416   30.0000     0.1017
    0.000    10.000   0.361258   0.005122   0.014203   0.019325  -0.041154  -0.008436   0.087511   0.011263   0.011168   30.0000     0.1369
    1.000    10.000   0.459593   0.006750   0.014452   0.021202  -0.042002  -0.007898   0.075106   0.010985   0.010889   30.0000     0.1586
    2.000    10.000   0.557158   0.008748   0.014768   0.023516  -0.043438  -0.007422   0.059541   0.010729   0.010633   30.0000     0.1741
    3.000    10.000   0.653928   0.011194   0.015153   0.026347  -0.045256  -0.007002   0.040853   0.010450   0.010353   30.0000     0.1861
    4.000    10.000   0.749737   0.014092   0.015629   0.029721  -0.047600  -0.006643   0.019093   0.010190   0.010093   30.0000     0.1961
    5.000    10.000   0.844504   0.017380   0.016222   0.033603  -0.050403  -0.006342  -0.005692   0.009931   0.009832   30.0000     0.2048
    6.000    10.000   0.938130   0.021148   0.017036   0.038183  -0.053670  -0.006099  -0.033378   0.009693   0.009585   30.0000     0.2126
    7.000    10.000   1.030559   0.025575   0.018686   0.044261  -0.057370  -0.005915  -0.063575   0.009504   0.009352   30.0000     0.2197
    8.000    10.000   1.124217   0.044390   0.021645   0.066035  -0.059311  -0.005804  -0.096146   0.009320   0.009141   30.0000     0.2260
    9.000    10.000   1.208094   0.037343   0.025218   0.062562  -0.065772  -0.005684  -0.123833   0.009108   0.008951   30.0000     0.2315
   10.000    10.000   1.296103   0.039605   0.030160   0.069765  -0.071332  -0.005733  -0.162563   0.008934   0.008760   30.0000     0.2383


