xflr5 v6.47

Plane name :        plane
Polar name :        T1-30.0 m/s-VLM2-b10.0°.gr.7.5
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -8.000    10.000  -0.437752   0.008235   0.021710   0.029945  -0.051674  -0.014738   0.074381   0.012629   0.012956   30.0000     0.2560
   -7.000    10.000  -0.337652   0.006574   0.018797   0.025372  -0.048522  -0.013760   0.086641   0.012570   0.012772   30.0000     0.2802
   -6.000    10.000  -0.237472   0.005559   0.016518   0.022076  -0.045847  -0.012835   0.095872   0.012411   0.012571   30.0000     0.3213
   -5.000    10.000  -0.137228   0.003998   0.014673   0.018671  -0.043907  -0.011967   0.102009   0.012383   0.012374   30.0000     0.4168
   -4.000    10.000  -0.036915   0.003325   0.014038   0.017362  -0.042336  -0.011148   0.105347   0.012220   0.012147   30.0000     1.0112
   -3.000    10.000   0.063262   0.003143   0.013897   0.017040  -0.041326  -0.010388   0.105629   0.012010   0.011923   30.0000    -0.2638
   -2.000    10.000   0.163146   0.003274   0.013912   0.017185  -0.040779  -0.009679   0.102759   0.011769   0.011677   30.0000     0.0287
   -1.000    10.000   0.262702   0.004050   0.014016   0.018066  -0.040665  -0.009026   0.096700   0.011509   0.011415   30.0000     0.1019
    0.000    10.000   0.361697   0.005098   0.014204   0.019302  -0.041155  -0.008434   0.087440   0.011262   0.011167   30.0000     0.1370
    1.000    10.000   0.460139   0.006712   0.014454   0.021166  -0.042006  -0.007896   0.075005   0.010983   0.010887   30.0000     0.1587
    2.000    10.000   0.557806   0.008693   0.014770   0.023463  -0.043446  -0.007420   0.059405   0.010727   0.010631   30.0000     0.1742
    3.000    10.000   0.654671   0.011116   0.015157   0.026273  -0.045270  -0.006999   0.040679   0.010447   0.010350   30.0000     0.1862
    4.000    10.000   0.750570   0.013990   0.015633   0.029623  -0.047620  -0.006639   0.018879   0.010188   0.010090   30.0000     0.1962
    5.000    10.000   0.845420   0.017249   0.016229   0.033478  -0.050430  -0.006338  -0.005949   0.009928   0.009829   30.0000     0.2049
    6.000    10.000   0.939122   0.020984   0.017047   0.038031  -0.053706  -0.006095  -0.033677   0.009690   0.009582   30.0000     0.2127
    7.000    10.000   1.031620   0.025376   0.018713   0.044089  -0.057416  -0.005911  -0.063914   0.009501   0.009348   30.0000     0.2198
    8.000    10.000   1.125349   0.044194   0.021687   0.065881  -0.059361  -0.005800  -0.096529   0.009316   0.009137   30.0000     0.2261
    9.000    10.000   1.209270   0.037059   0.025272   0.062330  -0.065840  -0.005679  -0.124257   0.009105   0.008948   30.0000     0.2316
   10.000    10.000   1.297330   0.039273   0.030242   0.069516  -0.071413  -0.005728  -0.163022   0.008930   0.008757   30.0000     0.2384


