xflr5 v6.47

Plane name :        plane
Polar name :        T1-20.0 m/s-VLM2.gr.7.5
Freestream speed :  20.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -8.000     0.000  -0.448960   0.005352   0.024752   0.030105  -0.000025  -0.000002   0.071167   0.000006   0.000006   20.0000     0.2659
   -7.000     0.000  -0.345806   0.003520   0.020989   0.024509  -0.000025  -0.000002   0.074627   0.000006   0.000006   20.0000     0.2798
   -6.000     0.000  -0.242438   0.002115   0.017831   0.019946  -0.000025  -0.000002   0.076571   0.000005   0.000005   20.0000     0.3055
   -5.000     0.000  -0.138909   0.001142   0.015266   0.016407  -0.000024  -0.000002   0.077166   0.000005   0.000005   20.0000     0.3699
   -4.000     0.000  -0.035274   0.000605   0.015094   0.015699  -0.000024  -0.000002   0.076876   0.000005   0.000005   20.0000     0.8128
   -3.000     0.000   0.068414   0.000508   0.015061   0.015568  -0.000024  -0.000002   0.074872   0.000005   0.000005   20.0000    -0.0870
   -2.000     0.000   0.172099   0.000851   0.015126   0.015977  -0.000024  -0.000002   0.071144   0.000005   0.000005   20.0000     0.0974
   -1.000     0.000   0.275727   0.001636   0.015291   0.016927  -0.000024  -0.000001   0.065695   0.000005   0.000005   20.0000     0.1432
    0.000     0.000   0.379243   0.002860   0.015544   0.018404  -0.000023  -0.000001   0.058530   0.000005   0.000005   20.0000     0.1640
    1.000     0.000   0.482592   0.004522   0.015871   0.020393  -0.000023  -0.000001   0.049652   0.000005   0.000005   20.0000     0.1759
    2.000     0.000   0.585721   0.006618   0.016284   0.022902  -0.000023  -0.000001   0.039076   0.000004   0.000004   20.0000     0.1836
    3.000     0.000   0.688574   0.009143   0.016795   0.025937  -0.000023  -0.000001   0.026822   0.000004   0.000004   20.0000     0.1890
    4.000     0.000   0.791099   0.012090   0.017430   0.029519  -0.000022  -0.000001   0.012916   0.000004   0.000004   20.0000     0.1931
    5.000     0.000   0.893242   0.015451   0.018222   0.033674  -0.000022  -0.000001  -0.002610   0.000004   0.000004   20.0000     0.1962
    6.000     0.000   0.994951   0.019218   0.019278   0.038496  -0.000022  -0.000001  -0.019691   0.000004   0.000004   20.0000     0.1988
    7.000     0.000   1.096172   0.023381   0.021590   0.044971  -0.000021  -0.000001  -0.037875   0.000004   0.000004   20.0000     0.2009
    8.000     0.000   1.196854   0.027927   0.025682   0.053609  -0.000021  -0.000001  -0.056857   0.000004   0.000004   20.0000     0.2027
    9.000     0.000   1.296948   0.032845   0.030879   0.063724  -0.000021  -0.000001  -0.076929   0.000003   0.000003   20.0000     0.2042
   10.000     0.000   1.396401   0.038120   0.038718   0.076839  -0.000020  -0.000001  -0.097381   0.000003   0.000003   20.0000     0.2056


