xflr5 v6.47

Plane name :        plane
Polar name :        T1-20.0 m/s-VLM2.gr.1.5
Freestream speed :  20.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -8.000     0.000  -0.456115   0.004980   0.025036   0.030016  -0.000025  -0.000002   0.073953   0.000006   0.000006   20.0000     0.2670
   -7.000     0.000  -0.351294   0.003302   0.021168   0.024470  -0.000025  -0.000002   0.076803   0.000006   0.000006   20.0000     0.2807
   -6.000     0.000  -0.246266   0.002010   0.017935   0.019945  -0.000025  -0.000002   0.078119   0.000005   0.000005   20.0000     0.3060
   -5.000     0.000  -0.141084   0.001109   0.015284   0.016393  -0.000025  -0.000002   0.078050   0.000005   0.000005   20.0000     0.3694
   -4.000     0.000  -0.035800   0.000603   0.015094   0.015697  -0.000024  -0.000002   0.077102   0.000005   0.000005   20.0000     0.8059
   -3.000     0.000   0.069532   0.000496   0.015061   0.015556  -0.000024  -0.000002   0.074414   0.000005   0.000005   20.0000    -0.0802
   -2.000     0.000   0.174860   0.000787   0.015129   0.015916  -0.000024  -0.000002   0.069973   0.000005   0.000005   20.0000     0.1012
   -1.000     0.000   0.280131   0.001478   0.015300   0.016778  -0.000024  -0.000002   0.063783   0.000005   0.000005   20.0000     0.1463
    0.000     0.000   0.385291   0.002568   0.015560   0.018127  -0.000023  -0.000001   0.055849   0.000005   0.000005   20.0000     0.1667
    1.000     0.000   0.490289   0.004054   0.015897   0.019951  -0.000023  -0.000001   0.046175   0.000005   0.000005   20.0000     0.1784
    2.000     0.000   0.595070   0.005932   0.016324   0.022256  -0.000023  -0.000001   0.034779   0.000004   0.000004   20.0000     0.1860
    3.000     0.000   0.699584   0.008200   0.016854   0.025053  -0.000023  -0.000001   0.021681   0.000004   0.000004   20.0000     0.1913
    4.000     0.000   0.803777   0.010850   0.017514   0.028363  -0.000022  -0.000001   0.006909   0.000004   0.000004   20.0000     0.1953
    5.000     0.000   0.907597   0.013875   0.018343   0.032219  -0.000022  -0.000001  -0.009500   0.000004   0.000004   20.0000     0.1984
    6.000     0.000   1.010995   0.017268   0.019510   0.036779  -0.000022  -0.000001  -0.027458   0.000004   0.000004   20.0000     0.2009
    7.000     0.000   1.113918   0.021020   0.022171   0.043191  -0.000021  -0.000001  -0.046437   0.000004   0.000004   20.0000     0.2030
    8.000     0.000   1.216316   0.025119   0.026539   0.051658  -0.000021  -0.000001  -0.066260   0.000003   0.000003   20.0000     0.2047
    9.000     0.000   1.318141   0.029555   0.032185   0.061740  -0.000021  -0.000001  -0.087127   0.000003   0.000003   20.0000     0.2062
   10.000     0.000   1.419343   0.034315   0.041266   0.075581  -0.000020  -0.000001  -0.108054   0.000003   0.000003   20.0000     0.2075


