xflr5 v6.47

Plane name :        plane
Polar name :        T1-10.0 m/s-VLM2-b10.0°.gr.1.0
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -8.000    10.000  -0.450357   0.007741   0.034629   0.042370  -0.052385  -0.015211   0.087398   0.012617   0.013052   10.0000     0.2570
   -7.000    10.000  -0.347235   0.006286   0.026847   0.033133  -0.049061  -0.014171   0.093690   0.012472   0.012854   10.0000     0.2808
   -6.000    10.000  -0.244110   0.005437   0.022301   0.027738  -0.046241  -0.013188   0.101469   0.012325   0.012640   10.0000     0.3213
   -5.000    10.000  -0.141001   0.003950   0.019326   0.023276  -0.044194  -0.012267   0.106352   0.012516   0.012430   10.0000     0.4151
   -4.000    10.000  -0.037904   0.003316   0.018863   0.022179  -0.042535  -0.011400   0.108741   0.012308   0.012191   10.0000     0.9973
   -3.000    10.000   0.064966   0.003117   0.018732   0.021849  -0.041464  -0.010599   0.107868   0.012079   0.011954   10.0000    -0.2505
   -2.000    10.000   0.167445   0.003169   0.018769   0.021938  -0.040880  -0.009853   0.103677   0.011826   0.011695   10.0000     0.0359
   -1.000    10.000   0.269493   0.003811   0.018961   0.022772  -0.040752  -0.009168   0.096143   0.011555   0.011419   10.0000     0.1079
    0.000    10.000   0.370869   0.004658   0.019290   0.023948  -0.041253  -0.008550   0.085250   0.011297   0.011158   10.0000     0.1425
    1.000    10.000   0.471578   0.006007   0.019724   0.025731  -0.042139  -0.007991   0.071015   0.011007   0.010866   10.0000     0.1640
    2.000    10.000   0.571390   0.007653   0.020275   0.027929  -0.043635  -0.007499   0.053464   0.010740   0.010597   10.0000     0.1794
    3.000    10.000   0.670275   0.009673   0.020959   0.030632  -0.045541  -0.007069   0.032649   0.010450   0.010306   10.0000     0.1915
    4.000    10.000   0.768061   0.012071   0.021811   0.033882  -0.047993  -0.006704   0.008643   0.010180   0.010035   10.0000     0.2016
    5.000    10.000   0.864663   0.014779   0.022882   0.037661  -0.050931  -0.006404  -0.018482   0.009913   0.009766   10.0000     0.2104
    6.000    10.000   0.959977   0.017890   0.024255   0.042145  -0.054355  -0.006167  -0.048597   0.009665   0.009512   10.0000     0.2183
    7.000    10.000   1.053953   0.021595   0.026306   0.047901  -0.058236  -0.005995  -0.081456   0.009459   0.009274   10.0000     0.2256
    8.000    10.000   1.149349   0.041300   0.030321   0.071621  -0.060115  -0.005904  -0.116672   0.009343   0.009061   10.0000     0.2321
    9.000    10.000   1.233943   0.031430   0.035576   0.067006  -0.067089  -0.005798  -0.146278   0.009133   0.008869   10.0000     0.2378
   10.000    10.000   1.323172   0.032779   0.043526   0.076306  -0.072909  -0.005878  -0.186795   0.009047   0.008687   10.0000     0.2449


