xflr5 v6.40

Plane name :        eGenius_40kg
Polar name :        T1-18.0 m/s-VLM2
Freestream speed :  18.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -2.000     0.000   0.321439   0.002723   0.014139   0.016861   0.000000  -0.000000   0.080503  -0.000000  -0.000000   18.0000     0.0252
   -1.500     0.000   0.373347   0.003401   0.014074   0.017475   0.000000  -0.000000   0.058155  -0.000000  -0.000000   18.0000     0.0539
   -1.000     0.000   0.425217   0.004201   0.014021   0.018222   0.000000  -0.000000   0.035863  -0.000000  -0.000000   18.0000     0.0756
   -0.500     0.000   0.477041   0.005123   0.013957   0.019080   0.000000  -0.000000   0.013635  -0.000000  -0.000000   18.0000     0.0926
    0.000     0.000   0.528813   0.006166   0.013886   0.020051   0.000000  -0.000000  -0.008522  -0.000000  -0.000000   18.0000     0.1063
    0.500     0.000   0.580526   0.007329   0.013818   0.021147   0.000000  -0.000000  -0.030596  -0.000000  -0.000000   18.0000     0.1176
    1.000     0.000   0.632172   0.008612   0.013759   0.022371   0.000000  -0.000000  -0.052592  -0.000000  -0.000000   18.0000     0.1270
    1.500     0.000   0.683744   0.010014   0.013736   0.023750   0.000000  -0.000000  -0.074491  -0.000000  -0.000000   18.0000     0.1350
    2.000     0.000   0.735235   0.011534   0.013743   0.025277   0.000000  -0.000000  -0.096277  -0.000000  -0.000000   18.0000     0.1418
    2.500     0.000   0.786639   0.013172   0.013866   0.027038   0.000000  -0.000000  -0.117961  -0.000000  -0.000000   18.0000     0.1478
    3.000     0.000   0.837948   0.014926   0.014415   0.029341   0.000000  -0.000000  -0.139497  -0.000000  -0.000000   18.0000     0.1531
    3.500     0.000   0.889155   0.016795   0.015298   0.032093   0.000000  -0.000000  -0.160896  -0.000000  -0.000000   18.0000     0.1577
    4.000     0.000   0.940253   0.018779   0.016378   0.035156   0.000000  -0.000000  -0.182163  -0.000000  -0.000000   18.0000     0.1619
    4.500     0.000   0.991236   0.020875   0.017571   0.038446   0.000000  -0.000000  -0.203300  -0.000000  -0.000000   18.0000     0.1656
    5.000     0.000   1.042097   0.023083   0.018672   0.041755   0.000000  -0.000000  -0.224320  -0.000000  -0.000000   18.0000     0.1690
    5.500     0.000   1.092828   0.025401   0.019799   0.045199   0.000000  -0.000000  -0.245207  -0.000000  -0.000000   18.0000     0.1721
    6.000     0.000   1.143423   0.027827   0.021102   0.048929   0.000000  -0.000000  -0.265945  -0.000000  -0.000000   18.0000     0.1749
    6.500     0.000   1.193875   0.030360   0.022556   0.052916   0.000000  -0.000000  -0.286524  -0.000000  -0.000000   18.0000     0.1775
    7.000     0.000   1.244178   0.032999   0.024402   0.057400   0.000000  -0.000000  -0.306920  -0.000000  -0.000000   18.0000     0.1799
    7.500     0.000   1.294325   0.035741   0.026719   0.062460   0.000000  -0.000000  -0.327141  -0.000000  -0.000000   18.0000     0.1821
    8.000     0.000   1.344309   0.038584   0.030175   0.068759   0.000000  -0.000000  -0.347116  -0.000000  -0.000000   18.0000     0.1841


