xflr5 v6.58

Plane name :        FunCub(Wing-Elevator-Fin)
Polar name :        T1-14.0 m/s-VLM2-b10.0°
Freestream speed :  14.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -3.000    10.000  -0.054654   0.007099   0.017840   0.024938  -0.045888  -0.005392   0.010683   0.016409   0.016256   14.0000     0.1233
   -2.500    10.000  -0.013455   0.007059   0.017127   0.024186  -0.045843  -0.004880   0.009800   0.016675   0.016517   14.0000     0.1730
   -2.000    10.000   0.027724   0.007159   0.016466   0.023625  -0.045914  -0.004371   0.008523   0.016933   0.016771   14.0000     0.0731
   -1.500    10.000   0.068893   0.007333   0.015799   0.023132  -0.046100  -0.003864   0.006839   0.017185   0.017017   14.0000     0.0929
   -1.000    10.000   0.110127   0.007544   0.014797   0.022341  -0.046400  -0.003360   0.004654   0.017444   0.017255   14.0000     0.0977
   -0.500    10.000   0.151817   0.009068   0.013510   0.022578  -0.046808  -0.002864   0.001870   0.017680   0.017483   14.0000     0.0996
    0.000    10.000   0.192304   0.026364   0.012762   0.039126  -0.047927  -0.002512  -0.004036   0.018093   0.017892   14.0000     0.1050
    0.500    10.000   0.232362   0.009203   0.012469   0.021672  -0.047937  -0.001885  -0.004622   0.018090   0.017904   14.0000     0.1027
    1.000    10.000   0.274321   0.008245   0.012341   0.020586  -0.048653  -0.001400  -0.008435   0.018282   0.018094   14.0000     0.1029
    1.500    10.000   0.315956   0.009729   0.012247   0.021976  -0.049456  -0.000933  -0.012926   0.018447   0.018265   14.0000     0.1034
    2.000    10.000   0.357367   0.011572   0.012226   0.023798  -0.050352  -0.000475  -0.017916   0.018600   0.018420   14.0000     0.1039
    2.500    10.000   0.398690   0.013320   0.012293   0.025614  -0.051342  -0.000027  -0.023377   0.018733   0.018559   14.0000     0.1043
    3.000    10.000   0.439990   0.015006   0.012441   0.027448  -0.052424   0.000412  -0.029307   0.018852   0.018682   14.0000     0.1047
    3.500    10.000   0.481296   0.016835   0.012658   0.029492  -0.053598   0.000841  -0.035702   0.018952   0.018789   14.0000     0.1050
    4.000    10.000   0.522549   0.019101   0.012927   0.032028  -0.054861   0.001259  -0.042565   0.019035   0.018878   14.0000     0.1054
    4.500    10.000   0.563712   0.021608   0.013260   0.034868  -0.056211   0.001665  -0.049889   0.019100   0.018949   14.0000     0.1057
    5.000    10.000   0.604807   0.024230   0.013667   0.037896  -0.057645   0.002060  -0.057673   0.019153   0.019002   14.0000     0.1060
    5.500    10.000   0.645840   0.026993   0.014068   0.041060  -0.059165   0.002441  -0.065927   0.019185   0.019037   14.0000     0.1062
    6.000    10.000   0.686802   0.029937   0.014491   0.044428  -0.060773   0.002808  -0.074642   0.019203   0.019056   14.0000     0.1065
    6.500    10.000   0.727678   0.033093   0.014928   0.048021  -0.062473   0.003161  -0.083816   0.019207   0.019062   14.0000     0.1068
    7.000    10.000   0.768451   0.036419   0.015380   0.051799  -0.064269   0.003499  -0.093443   0.019200   0.019056   14.0000     0.1070
    7.500    10.000   0.809147   0.039749   0.015848   0.055596  -0.066162   0.003823  -0.103519   0.019182   0.019039   14.0000     0.1073
    8.000    10.000   0.849789   0.043157   0.016333   0.059490  -0.068150   0.004131  -0.114037   0.019154   0.019011   14.0000     0.1075
    8.500    10.000   0.890343   0.046795   0.016827   0.063621  -0.070230   0.004423  -0.124990   0.019113   0.018972   14.0000     0.1077
    9.000    10.000   0.930788   0.050676   0.017338   0.068014  -0.072403   0.004699  -0.136372   0.019061   0.018921   14.0000     0.1080


