xflr5 v6.58

Plane name :        FunCub(Wing-Elevator-Fin)
Polar name :        T1-14.0 m/s-VLM2-b5.0°
Freestream speed :  14.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -3.000     5.000  -0.057107   0.001539   0.017656   0.019195  -0.023694  -0.002751   0.012724   0.008604   0.008536   14.0000     0.1315
   -2.500     5.000  -0.014822   0.001179   0.016961   0.018140  -0.023724  -0.002487   0.012152   0.008765   0.008692   14.0000     0.2040
   -2.000     5.000   0.027451   0.000973   0.016315   0.017288  -0.023818  -0.002224   0.011163   0.008924   0.008847   14.0000     0.0526
   -1.500     5.000   0.069706   0.000923   0.015657   0.016581  -0.023977  -0.001962   0.009739   0.009081   0.009000   14.0000     0.0847
   -1.000     5.000   0.111938   0.001046   0.014600   0.015646  -0.024202  -0.001701   0.007764   0.009246   0.009152   14.0000     0.0926
   -0.500     5.000   0.154153   0.001344   0.013356   0.014700  -0.024497  -0.001442   0.005256   0.009399   0.009301   14.0000     0.0961
    0.000     5.000   0.193452   0.002840   0.012612   0.015453  -0.024284  -0.001468   0.011627   0.009356   0.009259   14.0000     0.0868
    0.500     5.000   0.238638   0.003045   0.012369   0.015414  -0.025255  -0.000930  -0.000796   0.009679   0.009589   14.0000     0.0995
    1.000     5.000   0.280958   0.004375   0.012245   0.016620  -0.025711  -0.000678  -0.004491   0.009819   0.009727   14.0000     0.1004
    1.500     5.000   0.323214   0.005888   0.012169   0.018058  -0.026243  -0.000432  -0.008752   0.009959   0.009870   14.0000     0.1013
    2.000     5.000   0.365477   0.007519   0.012169   0.019687  -0.026848  -0.000189  -0.013514   0.010101   0.010015   14.0000     0.1020
    2.500     5.000   0.407709   0.009272   0.012261   0.021532  -0.027286   0.000055  -0.018750   0.010139   0.010054   14.0000     0.1025
    3.000     5.000   0.449926   0.011148   0.012433   0.023581  -0.027886   0.000291  -0.024480   0.010228   0.010146   14.0000     0.1030
    3.500     5.000   0.492108   0.013191   0.012671   0.025862  -0.028608   0.000523  -0.030701   0.010336   0.010257   14.0000     0.1035
    4.000     5.000   0.534255   0.015378   0.012961   0.028339  -0.029387   0.000751  -0.037410   0.010434   0.010359   14.0000     0.1039
    4.500     5.000   0.576356   0.017739   0.013291   0.031029  -0.030210   0.000974  -0.044606   0.010524   0.010453   14.0000     0.1043
    5.000     5.000   0.618406   0.020271   0.013642   0.033913  -0.031085   0.001192  -0.052289   0.010609   0.010540   14.0000     0.1046
    5.500     5.000   0.660366   0.022980   0.014003   0.036983  -0.031631   0.001401  -0.060432   0.010511   0.010444   14.0000     0.1049
    6.000     5.000   0.702270   0.025844   0.014372   0.040216  -0.032232   0.001597  -0.069056   0.010417   0.010352   14.0000     0.1052
    6.500     5.000   0.744112   0.028892   0.014764   0.043656  -0.032972   0.001783  -0.078162   0.010363   0.010300   14.0000     0.1055
    7.000     5.000   0.785878   0.032142   0.015205   0.047347  -0.033797   0.001961  -0.087736   0.010313   0.010250   14.0000     0.1058
    7.500     5.000   0.827495   0.035493   0.015659   0.051152  -0.034614   0.002127  -0.097770   0.010233   0.010170   14.0000     0.1061
    8.000     5.000   0.869082   0.039035   0.016131   0.055166  -0.035498   0.002280  -0.108263   0.010143   0.010082   14.0000     0.1064
    8.500     5.000   0.910565   0.042779   0.016617   0.059396  -0.036437   0.002423  -0.119206   0.010051   0.009992   14.0000     0.1066
    9.000     5.000   0.951940   0.046741   0.017111   0.063852  -0.037492   0.002558  -0.130600   0.009980   0.009923   14.0000     0.1069
    9.500     5.000   0.993121   0.050919   0.017592   0.068510  -0.037979   0.002648  -0.142384   0.009619   0.009564   14.0000     0.1072
   10.000     5.000   1.034229   0.055356   0.018070   0.073426  -0.038994   0.002751  -0.154644   0.009482   0.009429   14.0000     0.1074


