xflr5 v6.58

Plane name :        FunCub(Wing-Elevator-Fin)
Polar name :        T1-14.0 m/s-VLM2
Freestream speed :  14.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -3.000     0.000  -0.060445   0.000629   0.017728   0.018356  -0.000036  -0.000001   0.020100   0.000000   0.000001   14.0000     0.1529
   -2.500     0.000  -0.016428   0.000579   0.017013   0.017592  -0.000036  -0.000001   0.015981   0.000000   0.000001   14.0000     0.2396
   -2.000     0.000   0.027596   0.000654   0.016351   0.017004  -0.000036  -0.000001   0.011626   0.000001   0.000001   14.0000     0.0496
   -1.500     0.000   0.071620   0.000852   0.015679   0.016531  -0.000036  -0.000001   0.007020   0.000001   0.000001   14.0000     0.0932
   -1.000     0.000   0.115637   0.001174   0.014582   0.015756  -0.000036  -0.000001   0.002037   0.000001   0.000001   14.0000     0.1036
   -0.500     0.000   0.159641   0.001620   0.013348   0.014969  -0.000036  -0.000001  -0.003235   0.000001   0.000001   14.0000     0.1083
    0.000     0.000   0.203624   0.002190   0.012611   0.014801  -0.000037  -0.000001  -0.008603   0.000001   0.000001   14.0000     0.1109
    0.500     0.000   0.247581   0.002883   0.012398   0.015281  -0.000037  -0.000001  -0.014056   0.000001   0.000001   14.0000     0.1127
    1.000     0.000   0.291505   0.003699   0.012276   0.015975  -0.000037  -0.000001  -0.019723   0.000001   0.000001   14.0000     0.1139
    1.500     0.000   0.335389   0.004637   0.012210   0.016847  -0.000037  -0.000001  -0.025611   0.000001   0.000001   14.0000     0.1148
    2.000     0.000   0.379227   0.005698   0.012219   0.017917  -0.000037  -0.000001  -0.031714   0.000001   0.000001   14.0000     0.1155
    2.500     0.000   0.423013   0.006879   0.012325   0.019205  -0.000037  -0.000001  -0.038023   0.000001   0.000001   14.0000     0.1160
    3.000     0.000   0.466739   0.008182   0.012514   0.020695  -0.000037  -0.000001  -0.044540   0.000001   0.000001   14.0000     0.1165
    3.500     0.000   0.510399   0.009603   0.012767   0.022370  -0.000037  -0.000001  -0.051268   0.000001   0.000001   14.0000     0.1169
    4.000     0.000   0.553987   0.011144   0.013074   0.024217  -0.000038  -0.000001  -0.058208   0.000001   0.000001   14.0000     0.1172
    4.500     0.000   0.597496   0.012802   0.013422   0.026224  -0.000038  -0.000001  -0.065363   0.000001   0.000001   14.0000     0.1175
    5.000     0.000   0.640920   0.014576   0.013790   0.028366  -0.000038  -0.000001  -0.072738   0.000001   0.000001   14.0000     0.1177
    5.500     0.000   0.684253   0.016466   0.014165   0.030632  -0.000038  -0.000001  -0.080332   0.000001   0.000001   14.0000     0.1180
    6.000     0.000   0.727488   0.018470   0.014542   0.033012  -0.000038  -0.000001  -0.088145   0.000001   0.000001   14.0000     0.1182
    6.500     0.000   0.770619   0.020587   0.014925   0.035512  -0.000038  -0.000001  -0.096171   0.000001   0.000001   14.0000     0.1184
    7.000     0.000   0.813639   0.022815   0.015337   0.038152  -0.000038  -0.000001  -0.104411   0.000001   0.000001   14.0000     0.1186
    7.500     0.000   0.856543   0.025152   0.015783   0.040936  -0.000038  -0.000001  -0.112865   0.000001   0.000001   14.0000     0.1188
    8.000     0.000   0.899324   0.027597   0.016252   0.043849  -0.000038  -0.000001  -0.121529   0.000001   0.000001   14.0000     0.1189
    8.500     0.000   0.941977   0.030149   0.016927   0.047076  -0.000038  -0.000001  -0.130413   0.000001   0.000001   14.0000     0.1191
    9.000     0.000   0.984495   0.032805   0.017837   0.050642  -0.000038  -0.000001  -0.139531   0.000001   0.000002   14.0000     0.1192
    9.500     0.000   1.026871   0.035564   0.018487   0.054051  -0.000038  -0.000001  -0.148856   0.000001   0.000002   14.0000     0.1194
   10.000     0.000   1.069101   0.038423   0.019180   0.057603  -0.000038  -0.000001  -0.158402   0.000001   0.000002   14.0000     0.1195


