xflr5 v6.58

Plane name :        FunCub(Wing-Elevator-Fin)
Polar name :        T1-26.0 m/s-VLM2
Freestream speed :  26.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -3.000     0.000  -0.060445   0.000629   0.013178   0.013807  -0.000036  -0.000001   0.018468   0.000000   0.000001   26.0000     0.1529
   -2.500     0.000  -0.016428   0.000579   0.012693   0.013272  -0.000036  -0.000001   0.014431   0.000001   0.000001   26.0000     0.2396
   -2.000     0.000   0.027596   0.000654   0.012306   0.012959  -0.000036  -0.000001   0.010172   0.000001   0.000001   26.0000     0.0496
   -1.500     0.000   0.071620   0.000852   0.011930   0.012782  -0.000036  -0.000001   0.005667   0.000001   0.000001   26.0000     0.0932
   -1.000     0.000   0.115637   0.001174   0.011499   0.012673  -0.000036  -0.000001   0.000899   0.000001   0.000001   26.0000     0.1036
   -0.500     0.000   0.159641   0.001620   0.010891   0.012512  -0.000036  -0.000001  -0.004169   0.000001   0.000001   26.0000     0.1083
    0.000     0.000   0.203624   0.002190   0.010092   0.012282  -0.000037  -0.000001  -0.009540   0.000001   0.000001   26.0000     0.1109
    0.500     0.000   0.247581   0.002883   0.009739   0.012622  -0.000037  -0.000001  -0.015019   0.000001   0.000001   26.0000     0.1127
    1.000     0.000   0.291505   0.003699   0.009487   0.013186  -0.000037  -0.000001  -0.020710   0.000001   0.000001   26.0000     0.1139
    1.500     0.000   0.335389   0.004637   0.009472   0.014110  -0.000037  -0.000001  -0.026566   0.000001   0.000001   26.0000     0.1148
    2.000     0.000   0.379227   0.005698   0.009545   0.015243  -0.000037  -0.000001  -0.032634   0.000001   0.000001   26.0000     0.1155
    2.500     0.000   0.423013   0.006879   0.009678   0.016557  -0.000037  -0.000001  -0.038918   0.000001   0.000001   26.0000     0.1160
    3.000     0.000   0.466739   0.008182   0.009854   0.018036  -0.000037  -0.000001  -0.045422   0.000001   0.000001   26.0000     0.1165
    3.500     0.000   0.510399   0.009603   0.010093   0.019696  -0.000037  -0.000001  -0.052137   0.000001   0.000001   26.0000     0.1169
    4.000     0.000   0.553987   0.011144   0.010358   0.021502  -0.000038  -0.000001  -0.059074   0.000001   0.000001   26.0000     0.1172
    4.500     0.000   0.597496   0.012802   0.010632   0.023434  -0.000038  -0.000001  -0.066233   0.000001   0.000001   26.0000     0.1175
    5.000     0.000   0.640920   0.014576   0.010904   0.025480  -0.000038  -0.000001  -0.073617   0.000001   0.000001   26.0000     0.1177
    5.500     0.000   0.684253   0.016466   0.011183   0.027650  -0.000038  -0.000001  -0.081222   0.000001   0.000001   26.0000     0.1180
    6.000     0.000   0.727488   0.018470   0.011477   0.029947  -0.000038  -0.000001  -0.089045   0.000001   0.000001   26.0000     0.1182
    6.500     0.000   0.770619   0.020587   0.011796   0.032383  -0.000038  -0.000001  -0.097084   0.000001   0.000001   26.0000     0.1184
    7.000     0.000   0.813639   0.022815   0.012172   0.034987  -0.000038  -0.000001  -0.105338   0.000001   0.000001   26.0000     0.1186
    7.500     0.000   0.856543   0.025152   0.012627   0.037779  -0.000038  -0.000001  -0.113807   0.000001   0.000001   26.0000     0.1188
    8.000     0.000   0.899324   0.027597   0.013162   0.040760  -0.000038  -0.000001  -0.122498   0.000001   0.000001   26.0000     0.1189
    8.500     0.000   0.941977   0.030149   0.013764   0.043913  -0.000038  -0.000001  -0.131410   0.000001   0.000001   26.0000     0.1191
    9.000     0.000   0.984495   0.032805   0.014251   0.047056  -0.000038  -0.000001  -0.140532   0.000001   0.000002   26.0000     0.1192
    9.500     0.000   1.026871   0.035564   0.014739   0.050302  -0.000038  -0.000001  -0.149866   0.000001   0.000002   26.0000     0.1194
   10.000     0.000   1.069101   0.038423   0.015219   0.053642  -0.000038  -0.000001  -0.159406   0.000001   0.000002   26.0000     0.1195


